ame	ncbi	ko	pathway	pathname
726146	NP_001156935	K03958	map05010	Alzheimer disease
726146	NP_001156935	K03958	map05012	Parkinson disease
726146	NP_001156935	K03958	map05014	Amyotrophic lateral sclerosis
726146	NP_001156935	K03958	map05016	Huntington disease
726146	NP_001156935	K03958	map05020	Prion disease
726146	NP_001156935	K03958	map05022	Pathways of neurodegeneration - multiple diseases
726146	NP_001156935	K03958	map05208	Chemical carcinogenesis - reactive oxygen species
726146	NP_001156935	K03958	map05415	Diabetic cardiomyopathy
726147	XP_006563978	K23905		
726148	XP_003251706			
726149	XP_026299094	K03440		
726150	XP_001121910	K09267		
726151	XP_001121911	K17430		
726153	XP_001121913	K12895		
726155	XP_001121915			
726156	XP_006563482	K09680	map00770	Pantothenate and CoA biosynthesis
726156	XP_006563482	K09680	map01100	
726156	XP_006563482	K09680	map01240	Biosynthesis of cofactors
726158	XP_006564068	K18592	map00430	Taurine and hypotaurine metabolism
726158	XP_006564068	K18592	map00460	Cyanoamino acid metabolism
726158	XP_006564068	K18592	map00480	Glutathione metabolism
726158	XP_006564068	K18592	map00590	Arachidonic acid metabolism
726158	XP_006564068	K18592	map01100	
726159	XP_026295801	K15436	map03013	Nucleocytoplasmic transport
726159	XP_026295801	K15436	map03250	Viral life cycle - HIV-1
726160	XP_001121920			
726162	XP_001121922	K09324		
726163	XP_006571049	K24418		
726164	XP_001121924	K26238		
726165	XP_026298090	K09405		
726167	XP_006561808	K19363	map04142	Lysosome
726171	XP_006557708	K02868	map03010	Ribosome
726171	XP_006557708	K02868	map05171	Coronavirus disease - COVID-19
726172	XP_006570777	K16061	map04120	Ubiquitin mediated proteolysis
726172	XP_006570777	K16061	map04215	Apoptosis - multiple species
726172	XP_006570777	K16061	map05145	Toxoplasmosis
726172	XP_006570777	K16061	map05200	Pathways in cancer
726172	XP_006570777	K16061	map05222	Small cell lung cancer
726174	XP_006572307			
726175	XP_006564072	K15626	map05202	Transcriptional misregulation in cancer
726176	XP_016767143	K10419	map04814	Motor proteins
726176	XP_016767143	K10419	map05132	Salmonella infection
726178	XP_016773275	K13219		
726179	XP_001121936			
726180	XP_001121937	K09267		
726182	NP_001318046			
726184	XP_001121941	K09048	map04022	cGMP-PKG signaling pathway
726184	XP_001121941	K09048	map04024	cAMP signaling pathway
726184	XP_001121941	K09048	map04151	PI3K-Akt signaling pathway
726184	XP_001121941	K09048	map04152	AMPK signaling pathway
726184	XP_001121941	K09048	map04211	Longevity regulating pathway
726184	XP_001121941	K09048	map04261	Adrenergic signaling in cardiomyocytes
726184	XP_001121941	K09048	map04668	TNF signaling pathway
726184	XP_001121941	K09048	map04714	Thermogenesis
726184	XP_001121941	K09048	map04725	Cholinergic synapse
726184	XP_001121941	K09048	map04728	Dopaminergic synapse
726184	XP_001121941	K09048	map04911	Insulin secretion
726184	XP_001121941	K09048	map04915	Estrogen signaling pathway
726184	XP_001121941	K09048	map04916	Melanogenesis
726184	XP_001121941	K09048	map04918	Thyroid hormone synthesis
726184	XP_001121941	K09048	map04922	Glucagon signaling pathway
726184	XP_001121941	K09048	map04925	Aldosterone synthesis and secretion
726184	XP_001121941	K09048	map04926	Relaxin signaling pathway
726184	XP_001121941	K09048	map04927	Cortisol synthesis and secretion
726184	XP_001121941	K09048	map04928	Parathyroid hormone synthesis, secretion and action
726184	XP_001121941	K09048	map04931	Insulin resistance
726184	XP_001121941	K09048	map04934	Cushing syndrome
726184	XP_001121941	K09048	map04935	Growth hormone synthesis, secretion and action
726184	XP_001121941	K09048	map04962	Vasopressin-regulated water reabsorption
726184	XP_001121941	K09048	map05016	Huntington disease
726184	XP_001121941	K09048	map05020	Prion disease
726184	XP_001121941	K09048	map05030	Cocaine addiction
726184	XP_001121941	K09048	map05031	Amphetamine addiction
726184	XP_001121941	K09048	map05034	Alcoholism
726184	XP_001121941	K09048	map05161	Hepatitis B
726184	XP_001121941	K09048	map05163	Human cytomegalovirus infection
726184	XP_001121941	K09048	map05165	Human papillomavirus infection
726184	XP_001121941	K09048	map05166	Human T-cell leukemia virus 1 infection
726184	XP_001121941	K09048	map05203	Viral carcinogenesis
726184	XP_001121941	K09048	map05207	Chemical carcinogenesis - receptor activation
726184	XP_001121941	K09048	map05215	Prostate cancer
726185	XP_001121942			
726187	XP_026294725	K12392	map04142	Lysosome
726187	XP_026294725	K12392	map05170	Human immunodeficiency virus 1 infection
726188	XP_001121944			
726189	XP_016767673			
726190	XP_001121946	K13170		
726193	XP_026300230	K04968	map04360	Axon guidance
726193	XP_026300230	K04968	map04929	GnRH secretion
726196	XP_001120363	K12162		
726197	XP_003249915	K19730	map04136	Autophagy - other
726197	XP_003249915	K19730	map04140	Autophagy - animal
726197	XP_003249915	K19730	map04211	Longevity regulating pathway
726197	XP_003249915	K19730	map05010	Alzheimer disease
726197	XP_003249915	K19730	map05014	Amyotrophic lateral sclerosis
726197	XP_003249915	K19730	map05016	Huntington disease
726197	XP_003249915	K19730	map05017	Spinocerebellar ataxia
726197	XP_003249915	K19730	map05022	Pathways of neurodegeneration - multiple diseases
726199	XP_016769951			
726200	XP_006565605	K09382		
726201	XP_006566246			
726204	XP_001121958	K27237	map04711	Circadian rhythm - fly
726205	XP_003249477	K01519	map00230	Purine metabolism
726205	XP_003249477	K01519	map00983	Drug metabolism - other enzymes
726205	XP_003249477	K01519	map01100	
726205	XP_003249477	K01519	map01232	Nucleotide metabolism
726206	XP_001121961			
726210	XP_006560202	K24727		
726212	XP_016769245	K14835		
726213	XP_001121969			
726214	NP_001091690	K05312		
726215	XP_006567514			
726216	XP_006567763	K02367	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
726216	XP_006567763	K02367	map01100	
726218	XP_026302058	K00626	map00071	Fatty acid degradation
726218	XP_026302058	K00626	map00280	Valine, leucine and isoleucine degradation
726218	XP_026302058	K00626	map00310	Lysine degradation
726218	XP_026302058	K00626	map00362	Benzoate degradation
726218	XP_026302058	K00626	map00380	Tryptophan metabolism
726218	XP_026302058	K00626	map00620	Pyruvate metabolism
726218	XP_026302058	K00626	map00630	Glyoxylate and dicarboxylate metabolism
726218	XP_026302058	K00626	map00650	Butanoate metabolism
726218	XP_026302058	K00626	map00720	Other carbon fixation pathways
726218	XP_026302058	K00626	map00900	Terpenoid backbone biosynthesis
726218	XP_026302058	K00626	map01100	
726218	XP_026302058	K00626	map01110	Biosynthesis of secondary metabolites
726218	XP_026302058	K00626	map01120	Microbial metabolism in diverse environments
726218	XP_026302058	K00626	map01200	Carbon metabolism
726218	XP_026302058	K00626	map01212	Fatty acid metabolism
726218	XP_026302058	K00626	map02020	Two-component system
726218	XP_026302058	K00626	map04975	Fat digestion and absorption
726219	XP_026298956	K24828		
726220	XP_001121977	K01304		
726221	XP_001120404			
726222	XP_006570969	K02140	map00190	Oxidative phosphorylation
726222	XP_006570969	K02140	map01100	
726222	XP_006570969	K02140	map04714	Thermogenesis
726223	XP_026299697	K08576		
726225	XP_026299472	K01785	map00010	Glycolysis / Gluconeogenesis
726225	XP_026299472	K01785	map00052	Galactose metabolism
726225	XP_026299472	K01785	map01100	
726225	XP_026299472	K01785	map01110	Biosynthesis of secondary metabolites
726225	XP_026299472	K01785	map01120	Microbial metabolism in diverse environments
726227	XP_026300707	K02684	map03030	DNA replication
726228	XP_026301305	K04623	map04013	MAPK signaling pathway - fly
726229	XP_001121985			
726230	XP_001121986			
726231	XP_026294768			
726232	XP_001121988	K22561		
726235	XP_026300063	K19001		
726236	XP_026297223			
726237	NP_001314892	K09585		
726238	XP_026301963	K04883		
726239	NP_001229370	K23735	map00785	Lipoic acid metabolism
726239	NP_001229370	K23735	map01100	
726239	NP_001229370	K23735	map01240	Biosynthesis of cofactors
726240	XP_001121996	K21893		
726241	XP_001121997	K18405		
726243	XP_006565049	K07192	map04910	Insulin signaling pathway
726244	XP_026299091	K15210		
726247	XP_001122002			
726248	XP_016771279			
726250	XP_026301341	K24223		
726251	XP_006557746			
726252	XP_003250371			
726253	XP_001122008	K07432	map00510	N-Glycan biosynthesis
726253	XP_001122008	K07432	map00513	Various types of N-glycan biosynthesis
726253	XP_001122008	K07432	map01100	
726254	XP_016767276	K12231		
726255	XP_006564808	K18159	map04714	Thermogenesis
726259	XP_026300987	K18182	map04714	Thermogenesis
726260	XP_006564260			
726261	NP_001229369	K22807		
726262	NP_001314893	K08048	map00230	Purine metabolism
726262	NP_001314893	K08048	map01100	
726262	NP_001314893	K08048	map01522	Endocrine resistance
726262	NP_001314893	K08048	map04015	Rap1 signaling pathway
726262	NP_001314893	K08048	map04020	Calcium signaling pathway
726262	NP_001314893	K08048	map04022	cGMP-PKG signaling pathway
726262	NP_001314893	K08048	map04024	cAMP signaling pathway
726262	NP_001314893	K08048	map04062	Chemokine signaling pathway
726262	NP_001314893	K08048	map04072	Phospholipase D signaling pathway
726262	NP_001314893	K08048	map04114	Oocyte meiosis
726262	NP_001314893	K08048	map04211	Longevity regulating pathway
726262	NP_001314893	K08048	map04213	Longevity regulating pathway - multiple species
726262	NP_001314893	K08048	map04261	Adrenergic signaling in cardiomyocytes
726262	NP_001314893	K08048	map04270	Vascular smooth muscle contraction
726262	NP_001314893	K08048	map04371	Apelin signaling pathway
726262	NP_001314893	K08048	map04540	Gap junction
726262	NP_001314893	K08048	map04611	Platelet activation
726262	NP_001314893	K08048	map04713	Circadian entrainment
726262	NP_001314893	K08048	map04714	Thermogenesis
726262	NP_001314893	K08048	map04720	Long-term potentiation
726262	NP_001314893	K08048	map04723	Retrograde endocannabinoid signaling
726262	NP_001314893	K08048	map04724	Glutamatergic synapse
726262	NP_001314893	K08048	map04725	Cholinergic synapse
726262	NP_001314893	K08048	map04727	GABAergic synapse
726262	NP_001314893	K08048	map04742	Taste transduction
726262	NP_001314893	K08048	map04750	Inflammatory mediator regulation of TRP channels
726262	NP_001314893	K08048	map04911	Insulin secretion
726262	NP_001314893	K08048	map04912	GnRH signaling pathway
726262	NP_001314893	K08048	map04913	Ovarian steroidogenesis
726262	NP_001314893	K08048	map04914	Progesterone-mediated oocyte maturation
726262	NP_001314893	K08048	map04915	Estrogen signaling pathway
726262	NP_001314893	K08048	map04916	Melanogenesis
726262	NP_001314893	K08048	map04918	Thyroid hormone synthesis
726262	NP_001314893	K08048	map04921	Oxytocin signaling pathway
726262	NP_001314893	K08048	map04923	Regulation of lipolysis in adipocytes
726262	NP_001314893	K08048	map04925	Aldosterone synthesis and secretion
726262	NP_001314893	K08048	map04926	Relaxin signaling pathway
726262	NP_001314893	K08048	map04927	Cortisol synthesis and secretion
726262	NP_001314893	K08048	map04928	Parathyroid hormone synthesis, secretion and action
726262	NP_001314893	K08048	map04934	Cushing syndrome
726262	NP_001314893	K08048	map04935	Growth hormone synthesis, secretion and action
726262	NP_001314893	K08048	map04970	Salivary secretion
726262	NP_001314893	K08048	map04971	Gastric acid secretion
726262	NP_001314893	K08048	map04972	Pancreatic secretion
726262	NP_001314893	K08048	map04976	Bile secretion
726262	NP_001314893	K08048	map05032	Morphine addiction
726262	NP_001314893	K08048	map05163	Human cytomegalovirus infection
726262	NP_001314893	K08048	map05166	Human T-cell leukemia virus 1 infection
726262	NP_001314893	K08048	map05200	Pathways in cancer
726262	NP_001314893	K08048	map05207	Chemical carcinogenesis - receptor activation
726262	NP_001314893	K08048	map05414	Dilated cardiomyopathy
726264	XP_001122019	K17885		
726265	XP_006562884			
726268	XP_003250814			
726269	XP_003250526	K05361	map00480	Glutathione metabolism
726269	XP_003250526	K05361	map00590	Arachidonic acid metabolism
726269	XP_003250526	K05361	map01100	
726269	XP_003250526	K05361	map04216	Ferroptosis
726270	XP_006572525	K02966	map03010	Ribosome
726270	XP_006572525	K02966	map05171	Coronavirus disease - COVID-19
726272	XP_006566104	K12172	map03013	Nucleocytoplasmic transport
726272	XP_006566104	K12172	map03250	Viral life cycle - HIV-1
726272	XP_006566104	K12172	map05014	Amyotrophic lateral sclerosis
726273	XP_001122025	K20068		
726274	XP_003249426			
726275	XP_006563019			
726276	XP_001122027			
726277	XP_003249254	K03359	map04110	Cell cycle
726277	XP_003249254	K03359	map04111	Cell cycle - yeast
726277	XP_003249254	K03359	map04113	Meiosis - yeast
726277	XP_003249254	K03359	map04114	Oocyte meiosis
726277	XP_003249254	K03359	map04120	Ubiquitin mediated proteolysis
726277	XP_003249254	K03359	map04914	Progesterone-mediated oocyte maturation
726277	XP_003249254	K03359	map05166	Human T-cell leukemia virus 1 infection
726278	XP_026301355	K08155	map04721	Synaptic vesicle cycle
726278	XP_026301355	K08155	map04726	Serotonergic synapse
726278	XP_026301355	K08155	map04728	Dopaminergic synapse
726278	XP_026301355	K08155	map05012	Parkinson disease
726278	XP_026301355	K08155	map05030	Cocaine addiction
726278	XP_026301355	K08155	map05031	Amphetamine addiction
726278	XP_026301355	K08155	map05034	Alcoholism
726279	XP_001122030	K12593	map03018	RNA degradation
726280	XP_006568897	K04498	map03083	Polycomb repressive complex
726280	XP_006568897	K04498	map03250	Viral life cycle - HIV-1
726280	XP_006568897	K04498	map04024	cAMP signaling pathway
726280	XP_006568897	K04498	map04066	HIF-1 signaling pathway
726280	XP_006568897	K04498	map04068	FoxO signaling pathway
726280	XP_006568897	K04498	map04110	Cell cycle
726280	XP_006568897	K04498	map04310	Wnt signaling pathway
726280	XP_006568897	K04498	map04330	Notch signaling pathway
726280	XP_006568897	K04498	map04350	TGF-beta signaling pathway
726280	XP_006568897	K04498	map04520	Adherens junction
726280	XP_006568897	K04498	map04630	JAK-STAT signaling pathway
726280	XP_006568897	K04498	map04720	Long-term potentiation
726280	XP_006568897	K04498	map04916	Melanogenesis
726280	XP_006568897	K04498	map04919	Thyroid hormone signaling pathway
726280	XP_006568897	K04498	map04922	Glucagon signaling pathway
726280	XP_006568897	K04498	map04935	Growth hormone synthesis, secretion and action
726280	XP_006568897	K04498	map05016	Huntington disease
726280	XP_006568897	K04498	map05152	Tuberculosis
726280	XP_006568897	K04498	map05161	Hepatitis B
726280	XP_006568897	K04498	map05164	Influenza A
726280	XP_006568897	K04498	map05165	Human papillomavirus infection
726280	XP_006568897	K04498	map05166	Human T-cell leukemia virus 1 infection
726280	XP_006568897	K04498	map05167	Kaposi sarcoma-associated herpesvirus infection
726280	XP_006568897	K04498	map05200	Pathways in cancer
726280	XP_006568897	K04498	map05203	Viral carcinogenesis
726280	XP_006568897	K04498	map05206	MicroRNAs in cancer
726280	XP_006568897	K04498	map05211	Renal cell carcinoma
726280	XP_006568897	K04498	map05215	Prostate cancer
726282	XP_006560984			
726283	XP_026295477	K19932		
726284	XP_001122035	K16449		
726286	XP_026296673			
726288	XP_001122039			
726289	XP_003251036	K04448	map01522	Endocrine resistance
726289	XP_003251036	K04448	map04010	MAPK signaling pathway
726289	XP_003251036	K04448	map04012	ErbB signaling pathway
726289	XP_003251036	K04448	map04013	MAPK signaling pathway - fly
726289	XP_003251036	K04448	map04024	cAMP signaling pathway
726289	XP_003251036	K04448	map04137	Mitophagy - animal
726289	XP_003251036	K04448	map04210	Apoptosis
726289	XP_003251036	K04448	map04214	Apoptosis - fly
726289	XP_003251036	K04448	map04310	Wnt signaling pathway
726289	XP_003251036	K04448	map04380	Osteoclast differentiation
726289	XP_003251036	K04448	map04510	Focal adhesion
726289	XP_003251036	K04448	map04530	Tight junction
726289	XP_003251036	K04448	map04620	Toll-like receptor signaling pathway
726289	XP_003251036	K04448	map04621	NOD-like receptor signaling pathway
726289	XP_003251036	K04448	map04624	Toll and Imd signaling pathway
726289	XP_003251036	K04448	map04625	C-type lectin receptor signaling pathway
726289	XP_003251036	K04448	map04657	IL-17 signaling pathway
726289	XP_003251036	K04448	map04658	Th1 and Th2 cell differentiation
726289	XP_003251036	K04448	map04659	Th17 cell differentiation
726289	XP_003251036	K04448	map04660	T cell receptor signaling pathway
726289	XP_003251036	K04448	map04662	B cell receptor signaling pathway
726289	XP_003251036	K04448	map04668	TNF signaling pathway
726289	XP_003251036	K04448	map04722	Neurotrophin signaling pathway
726289	XP_003251036	K04448	map04912	GnRH signaling pathway
726289	XP_003251036	K04448	map04915	Estrogen signaling pathway
726289	XP_003251036	K04448	map04921	Oxytocin signaling pathway
726289	XP_003251036	K04448	map04926	Relaxin signaling pathway
726289	XP_003251036	K04448	map04932	Non-alcoholic fatty liver disease
726289	XP_003251036	K04448	map04933	AGE-RAGE signaling pathway in diabetic complications
726289	XP_003251036	K04448	map05030	Cocaine addiction
726289	XP_003251036	K04448	map05031	Amphetamine addiction
726289	XP_003251036	K04448	map05120	Epithelial cell signaling in Helicobacter pylori infection
726289	XP_003251036	K04448	map05130	Pathogenic Escherichia coli infection
726289	XP_003251036	K04448	map05131	Shigellosis
726289	XP_003251036	K04448	map05132	Salmonella infection
726289	XP_003251036	K04448	map05133	Pertussis
726289	XP_003251036	K04448	map05135	Yersinia infection
726289	XP_003251036	K04448	map05140	Leishmaniasis
726289	XP_003251036	K04448	map05142	Chagas disease
726289	XP_003251036	K04448	map05161	Hepatitis B
726289	XP_003251036	K04448	map05162	Measles
726289	XP_003251036	K04448	map05166	Human T-cell leukemia virus 1 infection
726289	XP_003251036	K04448	map05167	Kaposi sarcoma-associated herpesvirus infection
726289	XP_003251036	K04448	map05169	Epstein-Barr virus infection
726289	XP_003251036	K04448	map05170	Human immunodeficiency virus 1 infection
726289	XP_003251036	K04448	map05171	Coronavirus disease - COVID-19
726289	XP_003251036	K04448	map05200	Pathways in cancer
726289	XP_003251036	K04448	map05203	Viral carcinogenesis
726289	XP_003251036	K04448	map05207	Chemical carcinogenesis - receptor activation
726289	XP_003251036	K04448	map05208	Chemical carcinogenesis - reactive oxygen species
726289	XP_003251036	K04448	map05210	Colorectal cancer
726289	XP_003251036	K04448	map05211	Renal cell carcinoma
726289	XP_003251036	K04448	map05224	Breast cancer
726289	XP_003251036	K04448	map05231	Choline metabolism in cancer
726289	XP_003251036	K04448	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
726289	XP_003251036	K04448	map05321	Inflammatory bowel disease
726289	XP_003251036	K04448	map05323	Rheumatoid arthritis
726289	XP_003251036	K04448	map05417	Lipid and atherosclerosis
726289	XP_003251036	K04448	map05418	Fluid shear stress and atherosclerosis
726290	XP_026297284	K11985		
726291	XP_001122042	K20129		
726294	NP_001265254			
726295	XP_016766508	K02978	map03010	Ribosome
726295	XP_016766508	K02978	map05171	Coronavirus disease - COVID-19
726297	XP_001120568	K02272	map00190	Oxidative phosphorylation
726297	XP_001120568	K02272	map01100	
726297	XP_001120568	K02272	map04260	Cardiac muscle contraction
726297	XP_001120568	K02272	map04714	Thermogenesis
726297	XP_001120568	K02272	map04932	Non-alcoholic fatty liver disease
726297	XP_001120568	K02272	map05010	Alzheimer disease
726297	XP_001120568	K02272	map05012	Parkinson disease
726297	XP_001120568	K02272	map05014	Amyotrophic lateral sclerosis
726297	XP_001120568	K02272	map05016	Huntington disease
726297	XP_001120568	K02272	map05020	Prion disease
726297	XP_001120568	K02272	map05022	Pathways of neurodegeneration - multiple diseases
726297	XP_001120568	K02272	map05208	Chemical carcinogenesis - reactive oxygen species
726297	XP_001120568	K02272	map05415	Diabetic cardiomyopathy
726298	XP_006562841	K09270		
726301	XP_001122049	K05755	map04138	Autophagy - yeast
726301	XP_001122049	K05755	map04144	Endocytosis
726301	XP_001122049	K05755	map04530	Tight junction
726301	XP_001122049	K05755	map04666	Fc gamma R-mediated phagocytosis
726301	XP_001122049	K05755	map04810	Regulation of actin cytoskeleton
726301	XP_001122049	K05755	map05100	Bacterial invasion of epithelial cells
726301	XP_001122049	K05755	map05130	Pathogenic Escherichia coli infection
726301	XP_001122049	K05755	map05131	Shigellosis
726301	XP_001122049	K05755	map05132	Salmonella infection
726301	XP_001122049	K05755	map05135	Yersinia infection
726302	XP_026301097	K09203	map04371	Apelin signaling pathway
726302	XP_026301097	K09203	map04912	GnRH signaling pathway
726302	XP_026301097	K09203	map04928	Parathyroid hormone synthesis, secretion and action
726302	XP_026301097	K09203	map04933	AGE-RAGE signaling pathway in diabetic complications
726302	XP_026301097	K09203	map05020	Prion disease
726302	XP_026301097	K09203	map05166	Human T-cell leukemia virus 1 infection
726303	XP_001122051			
726304	XP_001122052	K20820		
726305	XP_001122053	K10635		
726307	XP_001122055			
726308	XP_001122056	K20818		
726309	XP_026296664			
726310	XP_003251120	K05285	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
726310	XP_003251120	K05285	map01100	
726312	XP_001122059	K22455	map04915	Estrogen signaling pathway
726314	XP_001122061	K07152		
726315	XP_026298163			
726316	XP_001122063	K00416	map00190	Oxidative phosphorylation
726316	XP_001122063	K00416	map01100	
726316	XP_001122063	K00416	map04260	Cardiac muscle contraction
726316	XP_001122063	K00416	map04714	Thermogenesis
726316	XP_001122063	K00416	map04932	Non-alcoholic fatty liver disease
726316	XP_001122063	K00416	map05010	Alzheimer disease
726316	XP_001122063	K00416	map05012	Parkinson disease
726316	XP_001122063	K00416	map05014	Amyotrophic lateral sclerosis
726316	XP_001122063	K00416	map05016	Huntington disease
726316	XP_001122063	K00416	map05020	Prion disease
726316	XP_001122063	K00416	map05022	Pathways of neurodegeneration - multiple diseases
726316	XP_001122063	K00416	map05208	Chemical carcinogenesis - reactive oxygen species
726316	XP_001122063	K00416	map05415	Diabetic cardiomyopathy
726318	XP_006564258			
726320	XP_001122067			
726321	XP_006566259			
726322	XP_001120731			
726323	XP_001120608			
726325	XP_016767058	K02178	map04110	Cell cycle
726325	XP_016767058	K02178	map04111	Cell cycle - yeast
726325	XP_016767058	K02178	map04113	Meiosis - yeast
726325	XP_016767058	K02178	map04114	Oocyte meiosis
726325	XP_016767058	K02178	map04914	Progesterone-mediated oocyte maturation
726326	XP_016769757	K10880	map03440	Homologous recombination
726329	XP_016771274	K08664		
726330	XP_001122074	K25777		
726331	XP_001122075	K22814		
726332	XP_006568898			
726335	XP_006567216			
726336	XP_001122081	K12829	map03040	Spliceosome
726337	XP_006567729	K17782		
726338	XP_001122083	K14318	map03013	Nucleocytoplasmic transport
726338	XP_001122083	K14318	map05014	Amyotrophic lateral sclerosis
726339	XP_001122084	K25129	map03013	Nucleocytoplasmic transport
726341	XP_016768816	K17662		
726343	XP_016768435			
726347	XP_026302088			
726348	XP_026300882	K13339	map04146	Peroxisome
726349	XP_001122092	K07520	map04360	Axon guidance
726350	XP_001122093	K17820	map04621	NOD-like receptor signaling pathway
726352	XP_016771183	K09640		
726353	XP_001122096			
726354	XP_001122097	K14317	map03013	Nucleocytoplasmic transport
726354	XP_001122097	K14317	map05014	Amyotrophic lateral sclerosis
726358	XP_001122101	K04533	map05016	Huntington disease
726358	XP_001122101	K04533	map05022	Pathways of neurodegeneration - multiple diseases
726359	XP_001122102	K18734		
726361	XP_001122104	K24154		
726362	XP_001122105	K01904	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
726362	XP_001122105	K01904	map00940	Phenylpropanoid biosynthesis
726362	XP_001122105	K01904	map01100	
726362	XP_001122105	K01904	map01110	Biosynthesis of secondary metabolites
726363	XP_026297533	K17866		
726364	XP_001122107	K17776	map04137	Mitophagy - animal
726365	XP_006564000			
726367	XP_001122110	K11529	map00030	Pentose phosphate pathway
726367	XP_001122110	K11529	map00260	Glycine, serine and threonine metabolism
726367	XP_001122110	K11529	map00561	Glycerolipid metabolism
726367	XP_001122110	K11529	map00630	Glyoxylate and dicarboxylate metabolism
726367	XP_001122110	K11529	map00680	Methane metabolism
726367	XP_001122110	K11529	map01100	
726367	XP_001122110	K11529	map01110	Biosynthesis of secondary metabolites
726367	XP_001122110	K11529	map01120	Microbial metabolism in diverse environments
726367	XP_001122110	K11529	map01200	Carbon metabolism
726368	XP_016773365	K09228	map05168	Herpes simplex virus 1 infection
726369	XP_001120845	K04794		
726370	XP_001122113			
726371	XP_026300493	K00456	map00270	Cysteine and methionine metabolism
726371	XP_026300493	K00456	map00430	Taurine and hypotaurine metabolism
726371	XP_026300493	K00456	map01100	
726373	XP_001122116	K24634		
726375	XP_001122118	K04384		
726377	XP_006557391			
726378	XP_026295871	K03358	map04110	Cell cycle
726378	XP_026295871	K03358	map04111	Cell cycle - yeast
726378	XP_026295871	K03358	map04113	Meiosis - yeast
726378	XP_026295871	K03358	map04114	Oocyte meiosis
726378	XP_026295871	K03358	map04120	Ubiquitin mediated proteolysis
726378	XP_026295871	K03358	map04914	Progesterone-mediated oocyte maturation
726378	XP_026295871	K03358	map05166	Human T-cell leukemia virus 1 infection
726379	XP_016768464			
726380	XP_016769299	K00587	map00900	Terpenoid backbone biosynthesis
726380	XP_016769299	K00587	map01110	Biosynthesis of secondary metabolites
726381	XP_026298305	K16777		
726382	XP_026298744			
726383	XP_006569788	K18163	map04714	Thermogenesis
726385	XP_026295182	K03595		
726389	XP_016769991	K19179		
726391	XP_001122133	K01298	map04972	Pancreatic secretion
726391	XP_001122133	K01298	map04974	Protein digestion and absorption
726392	XP_026300863	K14708		
726393	NP_001091702	K05052	map04080	Neuroactive ligand-receptor interaction
726394	XP_026295898	K16533		
726397	XP_001122139	K26093	map04110	Cell cycle
726399	XP_006557366	K21772		
726400	XP_001122142	K09411		
726401	XP_026297524	K04349	map04010	MAPK signaling pathway
726401	XP_026297524	K04349	map04014	Ras signaling pathway
726401	XP_026297524	K04349	map04510	Focal adhesion
726405	XP_026300632	K05736	map04012	ErbB signaling pathway
726405	XP_026300632	K05736	map04014	Ras signaling pathway
726405	XP_026300632	K05736	map04360	Axon guidance
726405	XP_026300632	K05736	map04510	Focal adhesion
726405	XP_026300632	K05736	map04660	T cell receptor signaling pathway
726405	XP_026300632	K05736	map04810	Regulation of actin cytoskeleton
726405	XP_026300632	K05736	map05170	Human immunodeficiency virus 1 infection
726405	XP_026300632	K05736	map05211	Renal cell carcinoma
726407	XP_001120691			
726408	XP_001120350			
726409	XP_001120773	K09567	map03040	Spliceosome
726411	XP_001120611			
726412	XP_006565344	K08202	map05231	Choline metabolism in cancer
726414	XP_006566265			
726415	XP_016770334	K09373		
726416	XP_026301093			
726417	XP_001122154	K19539		
726418	XP_001122155			
726419	NP_001306198			
726421	XP_006562397	K08635		
726422	XP_001122159	K12185	map04144	Endocytosis
726423	XP_001122160			
726424	XP_026301698	K04611		
726427	XP_001122164			
726428	XP_001120246	K15025		
726429	XP_001120848			
726431	XP_006571541	K23714		
726432	XP_006566803	K12480	map04144	Endocytosis
726433	XP_006565329	K19601		
726434	XP_026300577			
726435	XP_026301096	K03108	map03060	Protein export
726436	XP_006560719	K01881	map00970	Aminoacyl-tRNA biosynthesis
726437	XP_001122172	K22866		
726438	XP_006569036	K16717		
726439	XP_001122174	K02960	map03010	Ribosome
726439	XP_001122174	K02960	map05171	Coronavirus disease - COVID-19
726441	XP_001122176	K08371		
726443	XP_001122178	K23680		
726444	XP_026298555	K01511	map00230	Purine metabolism
726444	XP_026298555	K01511	map00240	Pyrimidine metabolism
726444	XP_026298555	K01511	map01100	
726444	XP_026298555	K01511	map01232	Nucleotide metabolism
726445	NP_001014994	K00006	map00564	Glycerophospholipid metabolism
726445	NP_001014994	K00006	map01110	Biosynthesis of secondary metabolites
726445	NP_001014994	K00006	map04011	MAPK signaling pathway - yeast
726446	XP_001120565			
726447	XP_001120889	K11252	map04613	Neutrophil extracellular trap formation
726447	XP_001120889	K11252	map05034	Alcoholism
726447	XP_001120889	K11252	map05203	Viral carcinogenesis
726447	XP_001120889	K11252	map05322	Systemic lupus erythematosus
726449	XP_006562826	K06695		
726450	XP_006557455	K08705		
726451	XP_001122183			
726453	XP_001122185	K07554		
726455	XP_026299499	K08740		
726456	XP_026300561	K10357	map04814	Motor proteins
726456	XP_026300561	K10357	map05130	Pathogenic Escherichia coli infection
726457	XP_001122189			
726458	XP_006563495	K15593	map05202	Transcriptional misregulation in cancer
