ame	ncbi	ko	amepathway	amepathname
724638	XP_001120529	K11130	ame03008	Ribosome biogenesis in eukaryotes - Apis mellifera (honey bee)
724639	XP_001120530			
724640	XP_006558409	K08706		
724642	XP_006565259	K10269		
724643	XP_006558582	K11514		
724644	XP_001120535			
724645	XP_006565068			
724646	XP_001120537	K11310		
724647	XP_026301211	K25549		
724648	XP_001120540	K03434	ame00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Apis mellifera (honey bee)
724648	XP_001120540	K03434	ame01100	
724649	NP_001257744			
724651	XP_003250934	K23533		
724652	XP_006568482			
724653	XP_001120545	K19675		
724654	XP_006569990	K23490		
724655	XP_016768288			
724656	XP_026296977	K14521	ame03008	Ribosome biogenesis in eukaryotes - Apis mellifera (honey bee)
724658	XP_006570991	K14841		
724659	XP_001120551	K03540		
724660	XP_026297660	K27804		
724663	XP_026298507	K09257		
724664	XP_001120555			
724665	XP_001120556	K11290		
724666	XP_001120557	K10712	ame00430	Taurine and hypotaurine metabolism - Apis mellifera (honey bee)
724666	XP_001120557	K10712	ame01100	
724669	XP_026294924	K09579		
724672	XP_006568414	K15409		
724673	XP_026294842	K22984		
724675	NP_001229443	K09554		
724676	XP_001120141	K07942		
724678	XP_001119899	K11251	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
724679	XP_026300253			
724680	XP_006570152			
724681	XP_001120572	K01518	ame00230	Purine metabolism - Apis mellifera (honey bee)
724681	XP_001120572	K01518	ame00240	Pyrimidine metabolism - Apis mellifera (honey bee)
724681	XP_001120572	K01518	ame01100	
724683	XP_001120574			
724685	XP_001120576			
724686	XP_003249321			
724687	XP_001120578	K16804		
724688	XP_001120579	K20188		
724690	XP_001120581	K10600	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
724692	XP_001120583	K13205		
724694	NP_001257743			
724695	XP_016766976	K10841	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
724698	XP_001120589	K24435		
724700	XP_006565633	K22073		
724701	XP_006567703	K18953		
724703	XP_001120594	K20674	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
724704	XP_006560903	K02602	ame04320	Dorso-ventral axis formation - Apis mellifera (honey bee)
724705	XP_016768628	K16530		
724706	XP_016768533	K17785		
724708	XP_001120599	K02892	ame03010	Ribosome - Apis mellifera (honey bee)
724710	XP_001120601	K27309		
724712	XP_006558381	K01875	ame00970	Aminoacyl-tRNA biosynthesis - Apis mellifera (honey bee)
724715	XP_001120606	K16535		
724716	XP_006559190	K17941		
724717	XP_001119946			
724718	XP_026298538	K00106	ame00230	Purine metabolism - Apis mellifera (honey bee)
724718	XP_026298538	K00106	ame00232	Caffeine metabolism - Apis mellifera (honey bee)
724718	XP_026298538	K00106	ame00983	Drug metabolism - other enzymes - Apis mellifera (honey bee)
724718	XP_026298538	K00106	ame01100	
724718	XP_026298538	K00106	ame01232	Nucleotide metabolism - Apis mellifera (honey bee)
724718	XP_026298538	K00106	ame04146	Peroxisome - Apis mellifera (honey bee)
724719	XP_006570132	K11351	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
724719	XP_006570132	K11351	ame01100	
724720	XP_001120612	K12185	ame04144	Endocytosis - Apis mellifera (honey bee)
724721	XP_001120613	K15890	ame00900	Terpenoid backbone biosynthesis - Apis mellifera (honey bee)
724721	XP_001120613	K15890	ame00981	Insect hormone biosynthesis - Apis mellifera (honey bee)
724724	XP_026299033	K00850	ame00010	Glycolysis / Gluconeogenesis - Apis mellifera (honey bee)
724724	XP_026299033	K00850	ame00030	Pentose phosphate pathway - Apis mellifera (honey bee)
724724	XP_026299033	K00850	ame00051	Fructose and mannose metabolism - Apis mellifera (honey bee)
724724	XP_026299033	K00850	ame00052	Galactose metabolism - Apis mellifera (honey bee)
724724	XP_026299033	K00850	ame01100	
724724	XP_026299033	K00850	ame01200	Carbon metabolism - Apis mellifera (honey bee)
724724	XP_026299033	K00850	ame01230	Biosynthesis of amino acids - Apis mellifera (honey bee)
724724	XP_026299033	K00850	ame03018	RNA degradation - Apis mellifera (honey bee)
724727	XP_001120618	K24891		
724728	XP_001120619			
724731	XP_001120622	K17387	ame04814	Motor proteins - Apis mellifera (honey bee)
724732	XP_026301209	K16470		
724733	XP_016772024	K01874	ame00450	Selenocompound metabolism - Apis mellifera (honey bee)
724733	XP_016772024	K01874	ame00970	Aminoacyl-tRNA biosynthesis - Apis mellifera (honey bee)
724733	XP_016772024	K01874	ame01100	
724734	XP_001120626			
724735	XP_006558401			
724736	XP_006559187	K06842		
724737	XP_026295521			
724738	XP_006560637	K18398		
724739	XP_016767070	K09228		
724740	XP_003251005	K09385	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
724741	XP_001120633			
724742	XP_006559839	K25876		
724743	XP_001120635			
724744	XP_001120636	K02954	ame03010	Ribosome - Apis mellifera (honey bee)
724745	XP_006559962			
724747	XP_006570613	K19949		
724749	XP_006565554			
724750	XP_026298362	K23570		
724752	XP_001120644	K12035		
724756	XP_001119824	K04402	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
724757	XP_003251221	K11254		
724760	XP_001120657	K04599		
724761	XP_001120658			
724762	XP_001120659	K07915		
724763	XP_001120660	K22984		
724765	XP_006558885	K08706		
724767	XP_001120664	K03440		
724768	XP_001120665			
724769	XP_001120666			
724770	XP_001120667			
724771	NP_001129678			
724772	XP_001120669			
724773	XP_001120670			
724775	XP_001120674	K18404		
724776	XP_016766473			
724777	NP_001257742			
724778	XP_001120677	K09371		
724779	XP_016766933			
724780	XP_001120679	K04599		
724781	XP_001120680			
724783	XP_016768372			
724784	XP_026297077	K13206		
724785	XP_001120684	K15304		
724786	XP_001120685	K23309		
724787	XP_006558413	K12482	ame04144	Endocytosis - Apis mellifera (honey bee)
724789	XP_001120689	K11866	ame04144	Endocytosis - Apis mellifera (honey bee)
724790	XP_001120690	K17422		
724791	XP_001120000	K05357	ame00130	Ubiquinone and other terpenoid-quinone biosynthesis - Apis mellifera (honey bee)
724791	XP_001120000	K05357	ame01100	
724791	XP_001120000	K05357	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
724792	XP_026302173			
724793	XP_006562702	K06689	ame03083	Polycomb repressive complex - Apis mellifera (honey bee)
724793	XP_006562702	K06689	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
724793	XP_006562702	K06689	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
724793	XP_006562702	K06689	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
724793	XP_006562702	K06689	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
724794	XP_001119891	K15448		
724795	XP_001120697	K18461	ame04144	Endocytosis - Apis mellifera (honey bee)
724796	XP_001120698	K15615		
724798	XP_026297563	K15430		
724799	XP_001120701	K10581	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
724801	XP_001120703	K24874		
724802	XP_006566993	K24963		
724803	XP_001120705	K08635		
724804	XP_026300873	K23951		
724805	NP_001229385	K10638		
724806	XP_026301406	K10408	ame04814	Motor proteins - Apis mellifera (honey bee)
724807	XP_016772575	K13120		
724808	XP_001120710	K21768		
724809	XP_006558457	K14768		
724810	XP_001120712	K27896		
724811	XP_026295670	K00816	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
724811	XP_026295670	K00816	ame00380	Tryptophan metabolism - Apis mellifera (honey bee)
724811	XP_026295670	K00816	ame00450	Selenocompound metabolism - Apis mellifera (honey bee)
724811	XP_026295670	K00816	ame01100	
724816	XP_026296935	K07752		
724817	XP_006558866			
724819	XP_001120720	K06679		
724822	XP_026299073			
724823	XP_026297536			
724826	XP_001120727	K21842		
724827	XP_001120728	K03963	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
724827	XP_001120728	K03963	ame01100	
724829	XP_001120067	K22939		
724830	XP_026296113			
724831	XP_006572088			
724832	XP_003251671	K22037		
724835	XP_026296644	K27569		
724838	XP_026299150	K14729	ame00410	beta-Alanine metabolism - Apis mellifera (honey bee)
724838	XP_026299150	K14729	ame00640	Propanoate metabolism - Apis mellifera (honey bee)
724838	XP_026299150	K14729	ame01100	
724838	XP_026299150	K14729	ame01200	Carbon metabolism - Apis mellifera (honey bee)
724842	XP_001120746	K11376		
724843	XP_006560865			
724845	NP_001239357	K09320		
724846	XP_006563066			
724847	XP_001120751			
724850	XP_001120754			
724851	XP_001120755	K24098		
724852	XP_006568841	K23893		
724853	XP_001120757	K04599		
724855	XP_006569396	K20776	ame03440	Homologous recombination - Apis mellifera (honey bee)
724856	XP_001120760	K24825		
724859	XP_016768101	K10360	ame04814	Motor proteins - Apis mellifera (honey bee)
724860	XP_016768245	K17960		
724861	XP_006570975	K09035		
724862	XP_001120765	K27355		
724863	XP_026297509	K20827		
724864	XP_016769166	K05323		
724865	XP_026301457			
724867	XP_001120770			
724868	XP_006562215	K02949	ame03010	Ribosome - Apis mellifera (honey bee)
724869	XP_001120014	K11252		
724870	XP_006569767	K00327		
724872	XP_001120083			
724873	XP_001120025	K07897	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
724873	XP_001120025	K07897	ame04140	Autophagy - animal - Apis mellifera (honey bee)
724873	XP_001120025	K07897	ame04144	Endocytosis - Apis mellifera (honey bee)
724873	XP_001120025	K07897	ame04145	Phagosome - Apis mellifera (honey bee)
724873	XP_001120025	K07897	ame04148	Efferocytosis - Apis mellifera (honey bee)
724874	XP_003249354			
724875	XP_003251260	K06066	ame04330	Notch signaling pathway - Apis mellifera (honey bee)
724876	XP_006559033			
724877	XP_026299429			
724878	XP_016770248			
724879	XP_001120779	K01265		
724880	NP_001161181			
724885	XP_001120785			
724886	NP_001106140			
724888	XP_001120788	K09851	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
724888	XP_001120788	K09851	ame04392	Hippo signaling pathway - multiple species - Apis mellifera (honey bee)
724889	XP_026295814			
724890	XP_026295929			
724891	XP_006559844	K02325	ame03030	DNA replication - Apis mellifera (honey bee)
724891	XP_006559844	K02325	ame03410	Base excision repair - Apis mellifera (honey bee)
724891	XP_006559844	K02325	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
724892	XP_001120792			
724893	XP_016768765	K27896		
724895	XP_001120795			
724896	XP_001120796			
724899	XP_026300526	K13915		
724900	XP_006569270			
724901	XP_001119959	K01372		
724903	NP_001314891			
724904	XP_001120805	K01512	ame00620	Pyruvate metabolism - Apis mellifera (honey bee)
724904	XP_001120805	K01512	ame01100	
724907	XP_026298987	K13509	ame00561	Glycerolipid metabolism - Apis mellifera (honey bee)
724907	XP_026298987	K13509	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
724907	XP_026298987	K13509	ame01100	
724908	XP_001120809	K20797		
724909	XP_001120810	K00915	ame00562	Inositol phosphate metabolism - Apis mellifera (honey bee)
724909	XP_001120810	K00915	ame01100	
724909	XP_001120810	K00915	ame04070	Phosphatidylinositol signaling system - Apis mellifera (honey bee)
724911	XP_016771070			
724912	XP_026300276	K19496		
724913	XP_026299979	K11468	ame03083	Polycomb repressive complex - Apis mellifera (honey bee)
724914	XP_001120814	K09090		
724915	XP_001120815	K21878		
724916	XP_016772368	K17343		
724917	XP_001120817			
724919	XP_026294732	K27318		
724920	XP_001120820	K25228	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
724921	XP_001120821			
724922	XP_016767343	K27075		
724923	XP_026295930	K16734		
724924	XP_001120824			
724925	XP_006562219	K19532	ame00100	Steroid biosynthesis - Apis mellifera (honey bee)
724925	XP_006562219	K19532	ame01100	
724925	XP_006562219	K19532	ame04820	Cytoskeleton in muscle cells - Apis mellifera (honey bee)
724926	XP_006567697	K02321	ame03030	DNA replication - Apis mellifera (honey bee)
724927	XP_026296801	K20222	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
724928	XP_003250415	K21766		
724929	XP_001120829	K08790		
724930	XP_006570976	K04398	ame04214	Apoptosis - fly - Apis mellifera (honey bee)
724930	XP_006570976	K04398	ame04215	Apoptosis - multiple species - Apis mellifera (honey bee)
724930	XP_006570976	K04398	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
724931	XP_001120831			
724932	XP_001120832	K23800	ame00514	Other types of O-glycan biosynthesis - Apis mellifera (honey bee)
724933	XP_016768886	K00106	ame00230	Purine metabolism - Apis mellifera (honey bee)
724933	XP_016768886	K00106	ame00232	Caffeine metabolism - Apis mellifera (honey bee)
724933	XP_016768886	K00106	ame00983	Drug metabolism - other enzymes - Apis mellifera (honey bee)
724933	XP_016768886	K00106	ame01100	
724933	XP_016768886	K00106	ame01232	Nucleotide metabolism - Apis mellifera (honey bee)
724933	XP_016768886	K00106	ame04146	Peroxisome - Apis mellifera (honey bee)
724934	XP_016769119	K09330		
724935	XP_016769188	K06058	ame04330	Notch signaling pathway - Apis mellifera (honey bee)
724936	XP_026298737			
724937	XP_001120836	K23038		
724942	XP_026299876	K01080	ame00561	Glycerolipid metabolism - Apis mellifera (honey bee)
724942	XP_026299876	K01080	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
724942	XP_026299876	K01080	ame00565	Ether lipid metabolism - Apis mellifera (honey bee)
724942	XP_026299876	K01080	ame00600	Sphingolipid metabolism - Apis mellifera (honey bee)
724942	XP_026299876	K01080	ame01100	
724943	XP_001120842	K05293	ame00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Apis mellifera (honey bee)
724943	XP_001120842	K05293	ame01100	
724946	NP_001352068	K14999		
724947	XP_016766914			
724948	XP_006558683	K14786		
724950	XP_016773439	K05719	ame04145	Phagosome - Apis mellifera (honey bee)
724950	XP_016773439	K05719	ame04512	ECM-receptor interaction - Apis mellifera (honey bee)
724950	XP_016773439	K05719	ame04820	Cytoskeleton in muscle cells - Apis mellifera (honey bee)
724951	XP_001120852	K13509	ame00561	Glycerolipid metabolism - Apis mellifera (honey bee)
724951	XP_001120852	K13509	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
724951	XP_001120852	K13509	ame01100	
724952	XP_001120853	K14708		
724953	XP_001120854	K23093		
724954	XP_001120855			
724955	XP_006564454	K16518		
724959	XP_026300239	K18462	ame04144	Endocytosis - Apis mellifera (honey bee)
724961	XP_003250578	K22535		
724962	XP_016771325			
724965	XP_026301298	K09525	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
724966	NP_001129377	K02924	ame03010	Ribosome - Apis mellifera (honey bee)
724969	XP_006564032	K13956		
724970	NP_001128300			
724971	XP_001120871	K23489		
724973	XP_006569380	K05725	ame04148	Efferocytosis - Apis mellifera (honey bee)
724974	XP_001120874	K16610		
724976	XP_026297036	K22382		
724977	XP_001120877	K06093	ame04144	Endocytosis - Apis mellifera (honey bee)
724977	XP_001120877	K06093	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
724978	NP_001242963	K06672		
724979	XP_001120879	K09411		
724983	XP_001120883			
724985	XP_001120885	K22990		
724986	XP_026302236	K26109		
724988	XP_001120888			
724991	XP_001120893	K00889	ame00562	Inositol phosphate metabolism - Apis mellifera (honey bee)
724991	XP_001120893	K00889	ame01100	
724991	XP_001120893	K00889	ame04070	Phosphatidylinositol signaling system - Apis mellifera (honey bee)
724991	XP_001120893	K00889	ame04144	Endocytosis - Apis mellifera (honey bee)
724992	XP_006559947			
724993	XP_006571730			
724994	XP_026302096	K14165		
724995	XP_001120897	K13509	ame00561	Glycerolipid metabolism - Apis mellifera (honey bee)
724995	XP_001120897	K13509	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
724995	XP_001120897	K13509	ame01100	
724996	XP_006566165			
724997	XP_001120899	K03213	ame04310	Wnt signaling pathway - Apis mellifera (honey bee)
724998	XP_026299902	K08147		
724999	XP_001120901	K14347		
725003	XP_026300496	K09215		
725005	XP_026301407			
725007	XP_016772605	K12259	ame00330	Arginine and proline metabolism - Apis mellifera (honey bee)
725007	XP_016772605	K12259	ame00410	beta-Alanine metabolism - Apis mellifera (honey bee)
725007	XP_016772605	K12259	ame01100	
725008	XP_001120910	K22873		
725009	XP_001120911			
725011	XP_001120913	K17797		
725012	XP_001120914			
725013	XP_001120915	K11271		
725015	XP_026296550			
725017	XP_026296993	K00699	ame00040	Pentose and glucuronate interconversions - Apis mellifera (honey bee)
725017	XP_026296993	K00699	ame00053	Ascorbate and aldarate metabolism - Apis mellifera (honey bee)
725017	XP_026296993	K00699	ame00830	Retinol metabolism - Apis mellifera (honey bee)
725017	XP_026296993	K00699	ame00860	Porphyrin metabolism - Apis mellifera (honey bee)
725017	XP_026296993	K00699	ame00980	Metabolism of xenobiotics by cytochrome P450 - Apis mellifera (honey bee)
725017	XP_026296993	K00699	ame00982	Drug metabolism - cytochrome P450 - Apis mellifera (honey bee)
725017	XP_026296993	K00699	ame00983	Drug metabolism - other enzymes - Apis mellifera (honey bee)
725017	XP_026296993	K00699	ame01100	
725017	XP_026296993	K00699	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
725018	XP_001120920	K13273	ame00900	Terpenoid backbone biosynthesis - Apis mellifera (honey bee)
725018	XP_001120920	K13273	ame01100	
725018	XP_001120920	K13273	ame04146	Peroxisome - Apis mellifera (honey bee)
725019	XP_006562621	K10385		
725020	XP_026298033			
725021	XP_026298215			
725023	XP_001120925	K15169		
725024	XP_026298663	K17890	ame04136	Autophagy - other - Apis mellifera (honey bee)
725024	XP_026298663	K17890	ame04140	Autophagy - animal - Apis mellifera (honey bee)
725025	XP_001120927	K22651		
725026	XP_006561752			
725028	XP_001120930	K10100	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
725031	XP_003251850	K10203	ame00062	Fatty acid elongation - Apis mellifera (honey bee)
725031	XP_003251850	K10203	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
725031	XP_003251850	K10203	ame01100	
725031	XP_003251850	K10203	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
725033	XP_001119882			
725036	XP_001120196	K25592		
725037	XP_016766748			
725038	XP_001120140	K13443	ame04142	Lysosome - Apis mellifera (honey bee)
725039	XP_006569762	K18644	ame04213	Longevity regulating pathway - multiple species - Apis mellifera (honey bee)
725040	XP_006563301	K17966		
725041	XP_001120937			
725042	XP_006571445	K13105		
725044	XP_026301784	K03130	ame03022	Basal transcription factors - Apis mellifera (honey bee)
725045	XP_001120941	K20800		
725046	XP_016769813			
725047	XP_001120943	K25818		
725048	XP_026299044	K26500		
725049	XP_003251342	K12592	ame03018	RNA degradation - Apis mellifera (honey bee)
725050	XP_001120946			
725051	XP_026299794	K05673	ame02010	ABC transporters - Apis mellifera (honey bee)
725051	XP_026299794	K05673	ame04981	Folate transport and metabolism - Apis mellifera (honey bee)
725052	XP_001120948	K22984		
725053	XP_001120949	K09215		
725054	XP_001120950			
725055	XP_006563149	K00682	ame00480	Glutathione metabolism - Apis mellifera (honey bee)
725055	XP_006563149	K00682	ame01100	
725056	XP_001120952			
725057	XP_026297968	K17301		
725058	XP_001120954	K09310		
725059	XP_001120955			
725060	XP_001120956	K18588		
725061	XP_001120957			
725062	XP_001120958	K02926	ame03010	Ribosome - Apis mellifera (honey bee)
725064	XP_006562620	K14636		
725065	XP_026297840	K22864		
725067	XP_006561685	K10656		
725068	XP_026295127	K10413	ame04145	Phagosome - Apis mellifera (honey bee)
725068	XP_026295127	K10413	ame04814	Motor proteins - Apis mellifera (honey bee)
725069	XP_026299582	K14206		
725070	XP_001120965	K02310		
725074	XP_006560077			
725076	XP_001119951	K09250		
725078	XP_006571147			
725079	XP_001120969			
725081	XP_003251788			
725082	XP_001120972			
725084	XP_001120973			
725085	XP_001120974	K09081		
725086	XP_001120975	K15902		
725087	XP_026300530	K14999		
725088	XP_026301107	K16196	ame04140	Autophagy - animal - Apis mellifera (honey bee)
725089	NP_001167613			
725091	XP_001120980	K06774		
725092	XP_001120981	K25174		
725093	XP_001120982	K23294		
725097	XP_006564162			
725098	XP_006572395	K05701		
725099	XP_001120306	K00797	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
725099	XP_001120306	K00797	ame00330	Arginine and proline metabolism - Apis mellifera (honey bee)
725099	XP_001120306	K00797	ame00480	Glutathione metabolism - Apis mellifera (honey bee)
725099	XP_001120306	K00797	ame01100	
725101	XP_001120007			
725102	XP_001120012	K14965		
725103	NP_001071287			
725105	XP_006568679	K15281		
725106	XP_001120991	K00699	ame00040	Pentose and glucuronate interconversions - Apis mellifera (honey bee)
725106	XP_001120991	K00699	ame00053	Ascorbate and aldarate metabolism - Apis mellifera (honey bee)
725106	XP_001120991	K00699	ame00830	Retinol metabolism - Apis mellifera (honey bee)
725106	XP_001120991	K00699	ame00860	Porphyrin metabolism - Apis mellifera (honey bee)
725106	XP_001120991	K00699	ame00980	Metabolism of xenobiotics by cytochrome P450 - Apis mellifera (honey bee)
725106	XP_001120991	K00699	ame00982	Drug metabolism - cytochrome P450 - Apis mellifera (honey bee)
725106	XP_001120991	K00699	ame00983	Drug metabolism - other enzymes - Apis mellifera (honey bee)
725106	XP_001120991	K00699	ame01100	
725106	XP_001120991	K00699	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
725107	XP_006560495	K19465		
725108	XP_001120993			
725111	XP_026300549	K02156	ame04320	Dorso-ventral axis formation - Apis mellifera (honey bee)
725114	XP_001120999			
725115	XP_001121000	K12838	ame03040	Spliceosome - Apis mellifera (honey bee)
725117	XP_006559482	K17383	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
725118	XP_026301495	K01104		
725119	XP_006561196	K01115	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
725119	XP_006561196	K01115	ame00565	Ether lipid metabolism - Apis mellifera (honey bee)
725119	XP_006561196	K01115	ame01100	
725119	XP_006561196	K01115	ame04144	Endocytosis - Apis mellifera (honey bee)
725122	XP_001121007			
725123	XP_016766557	K15867		
725124	NP_001157184	K04734	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
725125	XP_001121010			
725126	NP_001104725			
725127	XP_001121011	K09068		
725128	XP_006567818			
725130	XP_001121014			
725131	XP_026297481			
725134	XP_006564660	K14284	ame03008	Ribosome biogenesis in eukaryotes - Apis mellifera (honey bee)
725134	XP_006564660	K14284	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
725134	XP_006564660	K14284	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
725135	XP_001121019	K07541	ame00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Apis mellifera (honey bee)
725135	XP_001121019	K07541	ame01100	
725136	XP_026298741	K01876	ame00970	Aminoacyl-tRNA biosynthesis - Apis mellifera (honey bee)
725138	XP_001121022	K07213		
725142	XP_001120188	K12621	ame03018	RNA degradation - Apis mellifera (honey bee)
725142	XP_001120188	K12621	ame03040	Spliceosome - Apis mellifera (honey bee)
725143	XP_001120245	K14769		
725144	XP_001120073	K06624	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
725146	XP_001120311	K10258	ame00062	Fatty acid elongation - Apis mellifera (honey bee)
725146	XP_001120311	K10258	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
725146	XP_001120311	K10258	ame01100	
725146	XP_001120311	K10258	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
725147	XP_006564279	K02980	ame03010	Ribosome - Apis mellifera (honey bee)
725148	XP_006567672			
725149	XP_026301035	K05310	ame00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Apis mellifera (honey bee)
725149	XP_026301035	K05310	ame01100	
725150	XP_006568678	K05125		
725151	XP_026300726	K09319	ame04341	Hedgehog signaling pathway - fly - Apis mellifera (honey bee)
725154	XP_001121032	K20671	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
725155	XP_026299170	K13171	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
725155	XP_026299170	K13171	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
725156	XP_006561268	K11886		
725157	XP_001121035	K25457		
725158	XP_001121036	K01446	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
725159	XP_016771320	K14999		
725164	XP_006561199			
725165	XP_001121043	K09884		
725167	XP_006568531			
725168	NP_001229398	K02955	ame03010	Ribosome - Apis mellifera (honey bee)
725169	XP_026296135			
725170	XP_003250018	K18178		
725171	XP_006564274			
725173	XP_001121051			
725174	XP_001121052			
725175	XP_016768625			
725178	XP_003249914	K12373	ame00511	Other glycan degradation - Apis mellifera (honey bee)
725178	XP_003249914	K12373	ame00513	Various types of N-glycan biosynthesis - Apis mellifera (honey bee)
725178	XP_003249914	K12373	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
725178	XP_003249914	K12373	ame00531	Glycosaminoglycan degradation - Apis mellifera (honey bee)
725178	XP_003249914	K12373	ame00600	Sphingolipid metabolism - Apis mellifera (honey bee)
725178	XP_003249914	K12373	ame00603	Glycosphingolipid biosynthesis - globo and isoglobo series - Apis mellifera (honey bee)
725178	XP_003249914	K12373	ame00604	Glycosphingolipid biosynthesis - ganglio series - Apis mellifera (honey bee)
725178	XP_003249914	K12373	ame01100	
725178	XP_003249914	K12373	ame04142	Lysosome - Apis mellifera (honey bee)
725179	XP_026300727	K13024	ame04070	Phosphatidylinositol signaling system - Apis mellifera (honey bee)
725183	XP_001120472	K18932		
725184	XP_001120069	K08341	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
725184	XP_001120069	K08341	ame04136	Autophagy - other - Apis mellifera (honey bee)
725184	XP_001120069	K08341	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
725184	XP_001120069	K08341	ame04140	Autophagy - animal - Apis mellifera (honey bee)
725186	XP_001120359	K11344	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
725187	NP_001229455	K13356	ame04146	Peroxisome - Apis mellifera (honey bee)
725189	XP_026302069	K27896		
725190	XP_001121064			
725191	XP_001121066	K09062		
725192	XP_001121067			
725193	XP_026299097	K17569		
725194	XP_006558111	K01227	ame00511	Other glycan degradation - Apis mellifera (honey bee)
725195	NP_001252514	K12897	ame03040	Spliceosome - Apis mellifera (honey bee)
725196	XP_006558376	K05969		
725197	XP_016771060	K14844		
725200	XP_001121075			
725201	XP_001121076	K02888	ame03010	Ribosome - Apis mellifera (honey bee)
725202	XP_001121077			
725204	XP_001121079	K00815	ame00130	Ubiquinone and other terpenoid-quinone biosynthesis - Apis mellifera (honey bee)
725204	XP_001121079	K00815	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
725204	XP_001121079	K00815	ame00350	Tyrosine metabolism - Apis mellifera (honey bee)
725204	XP_001121079	K00815	ame00360	Phenylalanine metabolism - Apis mellifera (honey bee)
725204	XP_001121079	K00815	ame00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Apis mellifera (honey bee)
725204	XP_001121079	K00815	ame01100	
725205	XP_026294912	K22984		
725207	XP_006560650	K10426	ame04814	Motor proteins - Apis mellifera (honey bee)
725208	XP_006562743	K10627		
725209	XP_026295811			
725210	XP_001121086	K26537		
725211	XP_006561135	K12737		
725212	XP_001121088			
725215	XP_006569959	K19283		
725216	XP_001121092	K02999	ame03020	RNA polymerase - Apis mellifera (honey bee)
725217	XP_001121093			
725218	XP_001121094	K24627		
725219	XP_001121096	K05323		
725220	XP_006558688	K08030		
725224	XP_026299082			
725225	XP_001121102			
725227	XP_001121104	K13134		
725230	XP_003251624	K11254		
725231	NP_001172015	K19399		
725234	XP_016768797	K07566		
725237	XP_001121110			
725238	XP_003251627	K11275		
725239	XP_001121112	K17914	ame04814	Motor proteins - Apis mellifera (honey bee)
725240	XP_001121113	K17777		
