K14018	dme:Dmel_CG5105
K11481	dme:Dmel_CG3068
K11459	dme:Dmel_CG3886
K11456	dme:Dmel_CG18412
K11824	dme:Dmel_CG4260
K12741	dme:Dmel_CG9983
K08056	dme:Dmel_CG8983
K11518	dme:Dmel_CG12157
K11089	dme:Dmel_CG10803
K11447	dme:Dmel_CG5640
K11462	dme:Dmel_CG14941
K00264	dme:Dmel_CG9674
K07442	dme:Dmel_CG14544
K09372	dme:Dmel_CG11354
K00602	dme:Dmel_CG11089
K10180	dme:Dmel_CG5187
K10370	dme:Dmel_CG1539
K10839	dme:Dmel_CG1836
K13348	dme:Dmel_CG14777
K14963	dme:Dmel_CG17437
K14964	dme:Dmel_CG6677
K13353	dme:Dmel_CG13827
K13101	dme:Dmel_CG10324
K13102	dme:Dmel_CG5649
K05546	dme:Dmel_CG14476
K00232	dme:Dmel_CG5009
K05677	dme:Dmel_CG12703
K13143	dme:Dmel_CG3125
K13355	dme:Dmel_CG10194
K00649	dme:Dmel_CG4625
K13104	dme:Dmel_CG11839
K13105	dme:Dmel_CG17249
K13356	dme:Dmel_CG5065
K00272	dme:Dmel_CG12338
K11187	dme:Dmel_CG7217
K13098	dme:Dmel_CG3606
K13091	dme:Dmel_CG11266
K13239	dme:Dmel_CG13890
K13106	dme:Dmel_CG13625
K13238	dme:Dmel_CG4598
K13107	dme:Dmel_CG10466
K12896	dme:Dmel_CG10203
K12795	dme:Dmel_CG9617
K09103	dme:Dmel_CG10197
K06821	dme:Dmel_CG17245
K13092	dme:Dmel_CG1677
K13100	dme:Dmel_CG12750
K13108	dme:Dmel_CG17168
K13109	dme:Dmel_CG18005
K13110	dme:Dmel_CG1017
K12891	dme:Dmel_CG5442
K06671	dme:Dmel_CG13916
K03979	dme:Dmel_CG13390
K13089	dme:Dmel_CG5641
K13099	dme:Dmel_CG5198
K12946	dme:Dmel_CG11500
K01109	dme:Dmel_CG42271
K10591	dme:Dmel_CG42279
K05850	dme:Dmel_CG42314
K04739	dme:Dmel_CG42341
K03434	dme:Dmel_CG4433
K02966	dme:Dmel_CG4464
K13115	dme:Dmel_CG15084
K13138	dme:Dmel_CG3173
K13142	dme:Dmel_CG9591
K11600	dme:Dmel_CG15481
K07904	dme:Dmel_CG5771
K08683	dme:Dmel_CG7113
K05096	dme:Dmel_CG8222
K05093	dme:Dmel_CG32134
K05094	dme:Dmel_CG7223
K11247	dme:Dmel_CG14296
K11248	dme:Dmel_CG9834
K07560	dme:Dmel_CG18643
K12666	dme:Dmel_CG33303
K12581	dme:Dmel_CG5684
K12491	dme:Dmel_CG31811
K12494	dme:Dmel_CG31158
K00910	dme:Dmel_CG40129
K12486	dme:Dmel_CG8243
K12462	dme:Dmel_CG7823
K12495	dme:Dmel_CG32434
K12488	dme:Dmel_CG30372
K13338	dme:Dmel_CG6760
K13339	dme:Dmel_CG11919
K12890	dme:Dmel_CG6987
K25471	dme:Dmel_CG13436
K13341	dme:Dmel_CG6486
K13342	dme:Dmel_CG14815
K13343	dme:Dmel_CG4289
K13250	dme:Dmel_CG5474
K13093	dme:Dmel_CG6049
K13251	dme:Dmel_CG5885
K13249	dme:Dmel_CG32701
K13344	dme:Dmel_CG4663
K13345	dme:Dmel_CG3639
K13094	dme:Dmel_CG4896
K13094	dme:Dmel_CG4887
K13095	dme:Dmel_CG5836
K08493	dme:Dmel_CG44009
K07520	dme:Dmel_CG31352
K06316	dme:Dmel_CG3149
K07752	dme:Dmel_CG4122
K00232	dme:Dmel_CG9527
K13024	dme:Dmel_CG14616
K13045	dme:Dmel_CG6868
K13191	dme:Dmel_CG4266
K13196	dme:Dmel_CG2682
K13280	dme:Dmel_CG2358
K12158	dme:Dmel_CG10679
K12169	dme:Dmel_CG6752
K12174	dme:Dmel_CG11025
K12181	dme:Dmel_CG42522
K12191	dme:Dmel_CG14542
K12182	dme:Dmel_CG2903
K12196	dme:Dmel_CG6842
K09113	dme:Dmel_CG3350
K03440	dme:Dmel_CG32792
K03440	dme:Dmel_CG8178
K12200	dme:Dmel_CG12876
K12194	dme:Dmel_CG8055
K12190	dme:Dmel_CG10711
K04511	dme:Dmel_CG11084
K12161	dme:Dmel_CG33276
K03283	dme:Dmel_CG18743
K03283	dme:Dmel_CG31366
K03283	dme:Dmel_CG7756
K03283	dme:Dmel_CG5436
K03283	dme:Dmel_CG31359
K03283	dme:Dmel_CG5834
K03283	dme:Dmel_CG31449
K03283	dme:Dmel_CG6489
K03283	dme:Dmel_CG8937
K12189	dme:Dmel_CG14750
K12186	dme:Dmel_CG7192
K08770	dme:Dmel_CG32744
K12197	dme:Dmel_CG4108
K11844	dme:Dmel_CG4165
K11855	dme:Dmel_CG5505
K12198	dme:Dmel_CG6259
K11981	dme:Dmel_CG9014
K11644	dme:Dmel_CG8815
K11662	dme:Dmel_CG11678
K11862	dme:Dmel_CG9448
K11852	dme:Dmel_CG30421
K13103	dme:Dmel_CG7238
K11663	dme:Dmel_CG31917
K10404	dme:Dmel_CG14535
K11853	dme:Dmel_CG5794
K11866	dme:Dmel_CG2224
K11885	dme:Dmel_CG4420
K12183	dme:Dmel_CG9712
K10350	dme:Dmel_CG12084
K12195	dme:Dmel_CG4071
K08703	dme:Dmel_CG7404
K10411	dme:Dmel_CG10839
K11842	dme:Dmel_CG7023
K01754	dme:Dmel_CG8129
K02997	dme:Dmel_CG3395
K02993	dme:Dmel_CG1883
K18163	dme:Dmel_CG15738
K12199	dme:Dmel_CG7967
K12179	dme:Dmel_CG6932
K12175	dme:Dmel_CG3889
K10576	dme:Dmel_CG14739
K08821	dme:Dmel_CG10579
K12177	dme:Dmel_CG18332
K12193	dme:Dmel_CG9779
K12231	dme:Dmel_CG5604
K12176	dme:Dmel_CG9556
K25004	dme:Dmel_CG7560
K12164	dme:Dmel_CG1749
K12180	dme:Dmel_CG2038
K12178	dme:Dmel_CG8725
K12185	dme:Dmel_CG17828
K12192	dme:Dmel_CG4618
K04439	dme:Dmel_CG1487
K10392	dme:Dmel_CG8566
K12046	dme:Dmel_CG7107
K11851	dme:Dmel_CG3016
K12275	dme:Dmel_CG4758
K15336	dme:Dmel_CG10692
K17499	dme:Dmel_CG10417
K11502	dme:Dmel_CG10061
K11980	dme:Dmel_CG32850
K11981	dme:Dmel_CG17033
K11982	dme:Dmel_CG11982
K12483	dme:Dmel_CG6148
K06277	dme:Dmel_CG42328
K11793	dme:Dmel_CG3925
K07511	dme:Dmel_CG6543
K12485	dme:Dmel_CG33991
K08883	dme:Dmel_CG5206
K12600	dme:Dmel_CG8777
K12386	dme:Dmel_CG17119
K05304	dme:Dmel_CG5232
K12399	dme:Dmel_CG3029
K12382	dme:Dmel_CG12070
K00288	dme:Dmel_CG4067
K12456	dme:Dmel_CG33981
K13403	dme:Dmel_CG18466
K13511	dme:Dmel_CG8766
K13288	dme:Dmel_CG10214
K13346	dme:Dmel_CG7864
K06497	dme:Dmel_CG18817
K06497	dme:Dmel_CG8666
K06497	dme:Dmel_CG30160
K02154	dme:Dmel_CG7678
K02154	dme:Dmel_CG18617
K12309	dme:Dmel_CG3132
K11876	dme:Dmel_CG12321
K10106	dme:Dmel_CG13927
K03258	dme:Dmel_CG10837
K11463	dme:Dmel_CG8013
K11450	dme:Dmel_CG17149
K10645	dme:Dmel_CG17492
K11984	dme:Dmel_CG6686
K11593	dme:Dmel_CG6671
K07179	dme:Dmel_CG11859
K11985	dme:Dmel_CG5140
K06841	dme:Dmel_CG5661
K03094	dme:Dmel_CG11942
K03094	dme:Dmel_CG11941
K03094	dme:Dmel_CG12700
K03094	dme:Dmel_CG15800
K12304	dme:Dmel_CG5276
K12307	dme:Dmel_CG8596
K03232	dme:Dmel_CG6341
K12484	dme:Dmel_CG6606
K12493	dme:Dmel_CG6838
K11778	dme:Dmel_CG10778
K05768	dme:Dmel_CG1106
K12481	dme:Dmel_CG8506
K12405	dme:Dmel_CG3415
K12385	dme:Dmel_CG5722
K12394	dme:Dmel_CG5864
K12391	dme:Dmel_CG9113
K12396	dme:Dmel_CG10986
K14012	dme:Dmel_CG11139
K12393	dme:Dmel_CG9388
K14014	dme:Dmel_CG32039
K13051	dme:Dmel_CG7860
K13146	dme:Dmel_CG5222
K24014	dme:Dmel_CG5237
K13139	dme:Dmel_CG8211
K13140	dme:Dmel_CG17665
K13141	dme:Dmel_CG12113
K13147	dme:Dmel_CG1120
K13273	dme:Dmel_CG10268
K09680	dme:Dmel_CG5828
K03122	dme:Dmel_CG5930
K12812	dme:Dmel_CG7269
K13046	dme:Dmel_CG6863
K12345	dme:Dmel_CG7840
K00070	dme:Dmel_CG7724
K12366	dme:Dmel_CG5336
K03035	dme:Dmel_CG1100
K11540	dme:Dmel_CG18572
K10696	dme:Dmel_CG10542
K12471	dme:Dmel_CG8532
K11843	dme:Dmel_CG5384
K11848	dme:Dmel_CG8494
K11713	dme:Dmel_CG3469
K11647	dme:Dmel_CG5942
K11648	dme:Dmel_CG1064
K11655	dme:Dmel_CG1966
K11656	dme:Dmel_CG15736
K11657	dme:Dmel_CG8677
K11667	dme:Dmel_CG12659
K05955	dme:Dmel_CG2976
K11673	dme:Dmel_CG7846
K11674	dme:Dmel_CG1135
K12175	dme:Dmel_CG4697
K11649	dme:Dmel_CG18740
K11650	dme:Dmel_CG4303
K11757	dme:Dmel_CG11375
K11854	dme:Dmel_CG8830
K11586	dme:Dmel_CG6990
K13025	dme:Dmel_CG7483
K11471	dme:Dmel_CG8787
K07541	dme:Dmel_CG30381
K11155	dme:Dmel_CG31991
K00965	dme:Dmel_CG9232
K09611	dme:Dmel_CG7340
K05609	dme:Dmel_CG4265
K11723	dme:Dmel_CG7154
K11857	dme:Dmel_CG5486
K05696	dme:Dmel_CG9181
K11519	dme:Dmel_CG10908
K01942	dme:Dmel_CG14670
K00248	dme:Dmel_CG4703
K06170	dme:Dmel_CG33198
K03247	dme:Dmel_CG9124
K04532	dme:Dmel_CG7828
K03251	dme:Dmel_CG10161
K11718	dme:Dmel_CG6850
K11716	dme:Dmel_CG5387
K04523	dme:Dmel_CG14224
K04634	dme:Dmel_CG17760
K04634	dme:Dmel_CG30054
K11393	dme:Dmel_CG7544
K06497	dme:Dmel_CG9494
K06027	dme:Dmel_CG33101
K11726	dme:Dmel_CG4634
K02865	dme:Dmel_CG7283
K11308	dme:Dmel_CG1894
K01587	dme:Dmel_CG3989
K11805	dme:Dmel_CG14614
K11884	dme:Dmel_CG11738
K11728	dme:Dmel_CG32346
K11765	dme:Dmel_CG3274
K11807	dme:Dmel_CG5124
K11798	dme:Dmel_CG31132
K00858	dme:Dmel_CG33156
K11806	dme:Dmel_CG7275
K11886	dme:Dmel_CG8858
K00254	dme:Dmel_CG9741
K10297	dme:Dmel_CG9461
K11979	dme:Dmel_CG15141
K11791	dme:Dmel_CG6325
K03175	dme:Dmel_CG10961
K02928	dme:Dmel_CG30425
K12261	dme:Dmel_CG11208
K12162	dme:Dmel_CG34191
K12165	dme:Dmel_CG8386
K12188	dme:Dmel_CG6637
K02877	dme:Dmel_CG17420
K03062	dme:Dmel_CG5289
K03064	dme:Dmel_CG7257
K02739	dme:Dmel_CG12161
K02737	dme:Dmel_CG31742
K02727	dme:Dmel_CG1519
K11827	dme:Dmel_CG6056
K11830	dme:Dmel_CG4217
K11643	dme:Dmel_CG8103
K11652	dme:Dmel_CG6546
K11653	dme:Dmel_CG7467
K11654	dme:Dmel_CG8625
K11664	dme:Dmel_CG4621
K11665	dme:Dmel_CG31212
K06698	dme:Dmel_CG1591
K11666	dme:Dmel_CG10395
K11577	dme:Dmel_CG1569
K10582	dme:Dmel_CG4502
K11831	dme:Dmel_CG3114
K10660	dme:Dmel_CG10761
K10660	dme:Dmel_CG16781
K10660	dme:Dmel_CG17991
K11599	dme:Dmel_CG9324
K02730	dme:Dmel_CG30382
K11826	dme:Dmel_CG7057
K11792	dme:Dmel_CG31855
K11801	dme:Dmel_CG9945
K01769	dme:Dmel_CG14885
K24200	dme:Dmel_CG31693
K11969	dme:Dmel_CG5709
K11841	dme:Dmel_CG32479
K11660	dme:Dmel_CG2244
K08601	dme:Dmel_CG5603
K00469	dme:Dmel_CG6910
K05610	dme:Dmel_CG1950
K04638	dme:Dmel_CG8853
K11837	dme:Dmel_CG8334
K11838	dme:Dmel_CG1490
K00923	dme:Dmel_CG11621
K11839	dme:Dmel_CG5798
K11840	dme:Dmel_CG1945
K08851	dme:Dmel_CG10673
K11832	dme:Dmel_CG15817
K11836	dme:Dmel_CG12082
K12184	dme:Dmel_CG12770
K12260	dme:Dmel_CG6762
K06068	dme:Dmel_CG42349
K04398	dme:Dmel_CG7486
K12311	dme:Dmel_CG6206
K12311	dme:Dmel_CG5322
K12311	dme:Dmel_CG9463
K12311	dme:Dmel_CG9465
K12311	dme:Dmel_CG9466
K12311	dme:Dmel_CG9468
K03260	dme:Dmel_CG3845
K03031	dme:Dmel_CG11552
K10532	dme:Dmel_CG6903
K12309	dme:Dmel_CG9092
K12074	dme:Dmel_CG3234
K14006	dme:Dmel_CG1250
K12387	dme:Dmel_CG14767
K14007	dme:Dmel_CG1472
K12392	dme:Dmel_CG12532
K14026	dme:Dmel_CG10221
K11802	dme:Dmel_CG1523
K13348	dme:Dmel_CG11077
K13349	dme:Dmel_CG12355
K08546	dme:Dmel_CG16801
K12492	dme:Dmel_CG4237
K12897	dme:Dmel_CG10128
K13181	dme:Dmel_CG2173
K12822	dme:Dmel_CG4119
K13187	dme:Dmel_CG8597
K13199	dme:Dmel_CG4170
K12826	dme:Dmel_CG10754
K12828	dme:Dmel_CG2807
K13159	dme:Dmel_CG9218
K13164	dme:Dmel_CG3241
K13208	dme:Dmel_CG3151
K13210	dme:Dmel_CG8912
K12584	dme:Dmel_CG2091
K12585	dme:Dmel_CG6413
K12834	dme:Dmel_CG9548
K12835	dme:Dmel_CG6418
K12836	dme:Dmel_CG3582
K12837	dme:Dmel_CG9998
K13171	dme:Dmel_CG11274
K13168	dme:Dmel_CG6695
K13177	dme:Dmel_CG9054
K13172	dme:Dmel_CG7971
K13173	dme:Dmel_CG31712
K12855	dme:Dmel_CG6841
K12856	dme:Dmel_CG8877
K13219	dme:Dmel_CG4211
K13220	dme:Dmel_CG4291
K12616	dme:Dmel_CG6181
K12617	dme:Dmel_CG5208
K24348	dme:Dmel_CG8209
K12838	dme:Dmel_CG12085
K12841	dme:Dmel_CG33522
K13175	dme:Dmel_CG5632
K13176	dme:Dmel_CG17143
K13169	dme:Dmel_CG2179
K13174	dme:Dmel_CG2980
K12860	dme:Dmel_CG6905
K12864	dme:Dmel_CG11964
K12816	dme:Dmel_CG6015
K12821	dme:Dmel_CG3542
K12823	dme:Dmel_CG10077
K13188	dme:Dmel_CG11454
K13184	dme:Dmel_CG11680
K13190	dme:Dmel_CG2910
K12857	dme:Dmel_CG3436
K12619	dme:Dmel_CG10354
K12878	dme:Dmel_CG2031
K00902	dme:Dmel_CG8311
K00737	dme:Dmel_CG31849
K13711	dme:Dmel_CG2929
K02493	dme:Dmel_CG9531
K12620	dme:Dmel_CG4279
K12621	dme:Dmel_CG10418
K13755	dme:Dmel_CG44007
K00522	dme:Dmel_CG4349
K00522	dme:Dmel_CG2216
K02577	dme:Dmel_CG8339
K01988	dme:Dmel_CG5878
K13718	dme:Dmel_CG12743
K13116	dme:Dmel_CG14637
K13431	dme:Dmel_CG2522
K13130	dme:Dmel_CG10419
K12859	dme:Dmel_CG3058
K12873	dme:Dmel_CG1639
K12874	dme:Dmel_CG31368
K12875	dme:Dmel_CG10473
K12861	dme:Dmel_CG4980
K13117	dme:Dmel_CG3225
K13118	dme:Dmel_CG1474
K13125	dme:Dmel_CG6179
K13119	dme:Dmel_CG12259
K13120	dme:Dmel_CG15432
K04611	dme:Dmel_CG30361
K13131	dme:Dmel_CG6539
K12880	dme:Dmel_CG9615
K12862	dme:Dmel_CG1796
K12881	dme:Dmel_CG1101
K12883	dme:Dmel_CG12357
K12876	dme:Dmel_CG8781
K12863	dme:Dmel_CG12135
K13127	dme:Dmel_CG4973
K13137	dme:Dmel_CG3957
K12877	dme:Dmel_CG9401
K12866	dme:Dmel_CG2685
K12868	dme:Dmel_CG12343
K12869	dme:Dmel_CG3193
K12882	dme:Dmel_CG7035
K13144	dme:Dmel_CG18176
K12870	dme:Dmel_CG9667
K13121	dme:Dmel_CG16890
K13122	dme:Dmel_CG6480
K13123	dme:Dmel_CG8833
K13124	dme:Dmel_CG4935
K11703	dme:Dmel_CG31915
K05954	dme:Dmel_CG17565
K12867	dme:Dmel_CG6197
K13278	dme:Dmel_CG6428
K12871	dme:Dmel_CG15525
K13354	dme:Dmel_CG32250
K12811	dme:Dmel_CG6227
K12852	dme:Dmel_CG4849
K12858	dme:Dmel_CG10333
K08900	dme:Dmel_CG4908
K05658	dme:Dmel_CG8523
K01816	dme:Dmel_CG2227
K05285	dme:Dmel_CG2292
K13806	dme:Dmel_CG33174
K07930	dme:Dmel_CG7062
K08585	dme:Dmel_CG7563
K10454	dme:Dmel_CG15097
K05294	dme:Dmel_CG3160
K05293	dme:Dmel_CG13089
K05291	dme:Dmel_CG44255
K13943	dme:Dmel_CG4427
K10448	dme:Dmel_CG12423
K09207	dme:Dmel_CG33473
K10339	dme:Dmel_CG31006
K13676	dme:Dmel_CG9996
K13509	dme:Dmel_CG3812
K02318	dme:Dmel_CG10575
K13523	dme:Dmel_CG4753
K00025	dme:Dmel_CG5362
K12663	dme:Dmel_CG9577
K08964	dme:Dmel_CG11134
K13145	dme:Dmel_CG5859
K13352	dme:Dmel_CG8315
K13111	dme:Dmel_CG5451
K17560	dme:Dmel_CG11416
K12398	dme:Dmel_CG3035
K00944	dme:Dmel_CG6612
K12604	dme:Dmel_CG34407
K18080	dme:Dmel_CG33993
K08764	dme:Dmel_CG17320
K08764	dme:Dmel_CG17597
K12736	dme:Dmel_CG3511
K12606	dme:Dmel_CG14213
K12593	dme:Dmel_CG9250
K12598	dme:Dmel_CG4152
K12879	dme:Dmel_CG31671
K13254	dme:Dmel_CG5977
K12625	dme:Dmel_CG9344
K12626	dme:Dmel_CG13277
K03676	dme:Dmel_CG7975
K12605	dme:Dmel_CG2161
K00827	dme:Dmel_CG11241
K12591	dme:Dmel_CG7292
K12627	dme:Dmel_CG2021
K05543	dme:Dmel_CG1434
K02955	dme:Dmel_CG1524
K12622	dme:Dmel_CG31184
K12733	dme:Dmel_CG13892
K12589	dme:Dmel_CG8395
K12734	dme:Dmel_CG11777
K12607	dme:Dmel_CG18616
K12611	dme:Dmel_CG11183
K12590	dme:Dmel_CG4043
K12602	dme:Dmel_CG3909
K13335	dme:Dmel_CG3947
K13336	dme:Dmel_CG6859
K12603	dme:Dmel_CG31137
K13337	dme:Dmel_CG5325
K12623	dme:Dmel_CG17768
K12613	dme:Dmel_CG6169
K12615	dme:Dmel_CG6311
K12624	dme:Dmel_CG6610
K08705	dme:Dmel_CG4059
K13989	dme:Dmel_CG14899
K13868	dme:Dmel_CG9413
K04426	dme:Dmel_CG4720
K09848	dme:Dmel_CG3048
K13984	dme:Dmel_CG1837
K04539	dme:Dmel_CG10763
K09454	dme:Dmel_CG32343
K09397	dme:Dmel_CG3668
K12504	dme:Dmel_CG31005
K00787	dme:Dmel_CG12389
K10455	dme:Dmel_CG3571
K05310	dme:Dmel_CG2144
K12833	dme:Dmel_CG13298
K12839	dme:Dmel_CG17454
K12840	dme:Dmel_CG17540
K12562	dme:Dmel_CG8604
K12825	dme:Dmel_CG16941
K12827	dme:Dmel_CG2925
K12842	dme:Dmel_CG9346
K07127	dme:Dmel_CG30016
K12947	dme:Dmel_CG1751
K12843	dme:Dmel_CG7757
K12829	dme:Dmel_CG3605
K03495	dme:Dmel_CG4610
K12813	dme:Dmel_CG10689
K12815	dme:Dmel_CG32604
K12817	dme:Dmel_CG6011
K12948	dme:Dmel_CG5677
K12844	dme:Dmel_CG6876
K12847	dme:Dmel_CG7288
K12818	dme:Dmel_CG8241
K12819	dme:Dmel_CG1420
K12846	dme:Dmel_CG18426
K12845	dme:Dmel_CG3949
K12849	dme:Dmel_CG30342
K12898	dme:Dmel_CG6946
K12830	dme:Dmel_CG13900
K12831	dme:Dmel_CG3780
K12832	dme:Dmel_CG11985
K12820	dme:Dmel_CG11107
K12850	dme:Dmel_CG1622
K12741	dme:Dmel_CG12749
K12886	dme:Dmel_CG13425
K13698	dme:Dmel_CG1882
K13871	dme:Dmel_CG12531
K10845	dme:Dmel_CG42373
K17338	dme:Dmel_CG42678
K08104	dme:Dmel_CG33147
K14007	dme:Dmel_CG10882
K08582	dme:Dmel_CG1391
K05210	dme:Dmel_CG33513
K06210	dme:Dmel_CG13645
K07515	dme:Dmel_CG4389
K14001	dme:Dmel_CG10420
K02354	dme:Dmel_CG4626
K13566	dme:Dmel_CG8132
K09267	dme:Dmel_CG7345
K01988	dme:Dmel_CG17223
K09267	dme:Dmel_CG18024
K07868	dme:Dmel_CG5701
K07928	dme:Dmel_CG1900
K00670	dme:Dmel_CG11412
K13506	dme:Dmel_CG3209
K13800	dme:Dmel_CG6092
K13866	dme:Dmel_CG13248
K13205	dme:Dmel_CG12320
K12566	dme:Dmel_CG5657
K07151	dme:Dmel_CG7748
K07151	dme:Dmel_CG1518
K13128	dme:Dmel_CG4622
K13203	dme:Dmel_CG5215
K12735	dme:Dmel_CG5808
K12377	dme:Dmel_CG6705
K12378	dme:Dmel_CG1389
K12379	dme:Dmel_CG9768
K12380	dme:Dmel_CG6721
K12373	dme:Dmel_CG1787
K12737	dme:Dmel_CG10907
K12893	dme:Dmel_CG10851
K04402	dme:Dmel_CG11086
K05292	dme:Dmel_CG11190
K13152	dme:Dmel_CG31922
K13113	dme:Dmel_CG3450
K13179	dme:Dmel_CG6375
K07573	dme:Dmel_CG6249
K13443	dme:Dmel_CG7291
K13444	dme:Dmel_CG7049
K12854	dme:Dmel_CG5931
K13247	dme:Dmel_CG9914
K13247	dme:Dmel_CG10131
K08073	dme:Dmel_CG9601
K13149	dme:Dmel_CG5491
K13148	dme:Dmel_CG1972
K13151	dme:Dmel_CG42303
K13163	dme:Dmel_CG10385
K00281	dme:Dmel_CG3999
K09884	dme:Dmel_CG12251
K13165	dme:Dmel_CG4602
K13170	dme:Dmel_CG31211
K13192	dme:Dmel_CG10084
K13206	dme:Dmel_CG15747
K13421	dme:Dmel_CG3593
K13207	dme:Dmel_CG43744
K13208	dme:Dmel_CG4262
K13208	dme:Dmel_CG4396
K13211	dme:Dmel_CG1965
K13217	dme:Dmel_CG1646
K13524	dme:Dmel_CG7433
K09324	dme:Dmel_CG2851
K12572	dme:Dmel_CG11486
K08967	dme:Dmel_CG32068
K12614	dme:Dmel_CG4916
K12618	dme:Dmel_CG3291
K09880	dme:Dmel_CG12173
K12662	dme:Dmel_CG6322
K12373	dme:Dmel_CG1318
K12404	dme:Dmel_CG3002
K12397	dme:Dmel_CG11427
K12389	dme:Dmel_CG5582
K12580	dme:Dmel_CG8426
K12657	dme:Dmel_CG7470
K12479	dme:Dmel_CG8228
K12489	dme:Dmel_CG6742
K04699	dme:Dmel_CG2160
K13499	dme:Dmel_CG9220
K12385	dme:Dmel_CG12092
K06276	dme:Dmel_CG1210
K08856	dme:Dmel_CG1227
K02903	dme:Dmel_CG12740
K04718	dme:Dmel_CG1747
K02932	dme:Dmel_CG17489
K00232	dme:Dmel_CG17544
K07359	dme:Dmel_CG17698
K10442	dme:Dmel_CG17754
K03650	dme:Dmel_CG18528
K10418	dme:Dmel_CG5450
K14020	dme:Dmel_CG4917
K11978	dme:Dmel_CG42593
K11964	dme:Dmel_CG5212
K10268	dme:Dmel_CG9003
K10262	dme:Dmel_CG33969
K10158	dme:Dmel_CG32775
K10305	dme:Dmel_CG11658
K10457	dme:Dmel_CG6224
K10295	dme:Dmel_CG5961
K10310	dme:Dmel_CG4911
K05605	dme:Dmel_CG5044
K14033	dme:Dmel_CG33183
K14034	dme:Dmel_CG1765
K14035	dme:Dmel_CG11783
K09185	dme:Dmel_CG43934
K08558	dme:Dmel_CG1864
K02375	dme:Dmel_CG9739
K07874	dme:Dmel_CG3320
K10280	dme:Dmel_CG9952
K10275	dme:Dmel_CG12402
K02432	dme:Dmel_CG17697
K04690	dme:Dmel_CG16785
K14003	dme:Dmel_CG9175
K00121	dme:Dmel_CG6598
K01958	dme:Dmel_CG1516
K13667	dme:Dmel_CG31152
K13811	dme:Dmel_CG8363
K00430	dme:Dmel_CG12405
K13539	dme:Dmel_CG3953
K13804	dme:Dmel_CG3504
K14545	dme:Dmel_CG9107
K13783	dme:Dmel_CG10069
K00830	dme:Dmel_CG3926
K01792	dme:Dmel_CG9008
K13515	dme:Dmel_CG9655
K13516	dme:Dmel_CG9526
K13510	dme:Dmel_CG32699
K13697	dme:Dmel_CG3488
K12302	dme:Dmel_CG9887
K07953	dme:Dmel_CG7073
K08545	dme:Dmel_CG1378
K08957	dme:Dmel_CG2028
K02177	dme:Dmel_CG31762
K04936	dme:Dmel_CG10693
K05034	dme:Dmel_CG1732
K13988	dme:Dmel_CG4098
K24348	dme:Dmel_CG8042
K13956	dme:Dmel_CG9426
K09073	dme:Dmel_CG33323
K10314	dme:Dmel_CG11044
K10306	dme:Dmel_CG3428
K11536	dme:Dmel_CG8083
K07910	dme:Dmel_CG3129
K04131	dme:Dmel_CG4356
K13805	dme:Dmel_CG5962
K13808	dme:Dmel_CG5711
K13963	dme:Dmel_CG9334
K13750	dme:Dmel_CG18660
K23563	dme:Dmel_CG3678
K07834	dme:Dmel_CG2849
K04353	dme:Dmel_CG1956
K13758	dme:Dmel_CG9296
K13761	dme:Dmel_CG42276
K13298	dme:Dmel_CG34341
K13915	dme:Dmel_CG7798
K13915	dme:Dmel_CG9116
K10481	dme:Dmel_CG1826
K23905	dme:Dmel_CG17765
K13719	dme:Dmel_CG4603
K10812	dme:Dmel_CG3881
K00921	dme:Dmel_CG6355
K14610	dme:Dmel_CG17036
K13963	dme:Dmel_CG9456
K10656	dme:Dmel_CG4080
K13917	dme:Dmel_CG1810
K13504	dme:Dmel_CG17248
K05016	dme:Dmel_CG8594
K08892	dme:Dmel_CG44128
K11997	dme:Dmel_CG10719
K13963	dme:Dmel_CG8137
K07851	dme:Dmel_CG14669
K13754	dme:Dmel_CG14744
K10345	dme:Dmel_CG10516
K09173	dme:Dmel_CG6312
K14030	dme:Dmel_CG4380
K14031	dme:Dmel_CG7199
K08704	dme:Dmel_CG9310
K03267	dme:Dmel_CG6382
K07554	dme:Dmel_CG10731
K01011	dme:Dmel_CG12279
K14290	dme:Dmel_CG13387
K14157	dme:Dmel_CG7144
K14822	dme:Dmel_CG14210
K04163	dme:Dmel_CG12073
K04157	dme:Dmel_CG1056
K04346	dme:Dmel_CG17678
K14301	dme:Dmel_CG6743
K14307	dme:Dmel_CG7360
K14229	dme:Dmel_CR34070
K05636	dme:Dmel_CG7123
K14137	dme:Dmel_CG3073
K14156	dme:Dmel_CG2201
K04255	dme:Dmel_CG5192
K04255	dme:Dmel_CG9668
K04255	dme:Dmel_CG10888
K15192	dme:Dmel_CG4261
K14317	dme:Dmel_CG3820
K09586	dme:Dmel_CG7225
K03113	dme:Dmel_CG17737
K14235	dme:Dmel_CR34064
K14315	dme:Dmel_CG5857
K00310	dme:Dmel_CG6781
K14071	dme:Dmel_CG10626
K14072	dme:Dmel_CG5811
K22063	dme:Dmel_CG8198
K07188	dme:Dmel_CG11055
K14310	dme:Dmel_CG11943
K14314	dme:Dmel_CG7897
K14308	dme:Dmel_CG8831
K13577	dme:Dmel_CG8790
K10348	dme:Dmel_CG6098
K19327	dme:Dmel_CG9703
K13763	dme:Dmel_CG8279
K01070	dme:Dmel_CG4390
K10343	dme:Dmel_CG2944
K10443	dme:Dmel_CG7210
K10600	dme:Dmel_CG2218
