	dme	ncbi	ko	pathway	pathname
23172	Dmel_CG5724	NP_650228	K00699	map00830	Retinol metabolism
23173	Dmel_CG5724	NP_650228	K00699	map00860	Porphyrin metabolism
23174	Dmel_CG5724	NP_650228	K00699	map00980	Metabolism of xenobiotics by cytochrome P450
23175	Dmel_CG5724	NP_650228	K00699	map00982	Drug metabolism - cytochrome P450
23176	Dmel_CG5724	NP_650228	K00699	map00983	Drug metabolism - other enzymes
23177	Dmel_CG5724	NP_650228	K00699	map01100	
23178	Dmel_CG5724	NP_650228	K00699	map01110	Biosynthesis of secondary metabolites
23179	Dmel_CG5724	NP_650228	K00699	map01240	Biosynthesis of cofactors
23180	Dmel_CG5724	NP_650228	K00699	map04976	Bile secretion
23181	Dmel_CG5724	NP_650228	K00699	map05204	Chemical carcinogenesis - DNA adducts
23182	Dmel_CG5724	NP_650228	K00699	map05207	Chemical carcinogenesis - receptor activation
23183	Dmel_CG5725	NP_001246847	K09680	map00770	Pantothenate and CoA biosynthesis
23184	Dmel_CG5725	NP_001246847	K09680	map01100	
23185	Dmel_CG5725	NP_001246847	K09680	map01240	Biosynthesis of cofactors
23186	Dmel_CG5726	NP_611304			
23187	Dmel_CG5727	NP_609355			
23188	Dmel_CG5728	NP_651245	K14792		
23189	Dmel_CG5729	NP_611302	K24887		
23190	Dmel_CG5730	NP_001262796	K17095	map05014	Amyotrophic lateral sclerosis
23191	Dmel_CG5731	NP_609354	K01204	map00603	Glycosphingolipid biosynthesis - globo and isoglobo series
23192	Dmel_CG5731	NP_609354	K01204	map01100	
23193	Dmel_CG5731	NP_609354	K01204	map04142	Lysosome
23194	Dmel_CG5732	NP_001262829	K14079		
23195	Dmel_CG5733	NP_611300	K14304	map03013	Nucleocytoplasmic transport
23196	Dmel_CG5733	NP_611300	K14304	map05014	Amyotrophic lateral sclerosis
23197	Dmel_CG5734	NP_609353	K17929		
23198	Dmel_CG5737	NP_524428			
23199	Dmel_CG5738	NP_001163186	K27896		
23200	Dmel_CG5742	NP_001261068	K21437		
23201	Dmel_CG5744	NP_001033853	K19932		
23202	Dmel_CG5745	NP_650941	K20360		
23203	Dmel_CG5746	NP_001138106			
23204	Dmel_CG5747	NP_001137915	K19949		
23205	Dmel_CG5748	NP_476575	K09414	map04212	Longevity regulating pathway - worm
23206	Dmel_CG5748	NP_476575	K09414	map05134	Legionellosis
23207	Dmel_CG5751	NP_648263	K04984	map04750	Inflammatory mediator regulation of TRP channels
23208	Dmel_CG5753	NP_476751	K17597		
23209	Dmel_CG5755	NP_609864	K03454		
23210	Dmel_CG5756	NP_611292			
23211	Dmel_CG5757	NP_001261065	K00943	map00240	Pyrimidine metabolism
23212	Dmel_CG5757	NP_001261065	K00943	map01100	
23213	Dmel_CG5757	NP_001261065	K00943	map01232	Nucleotide metabolism
23214	Dmel_CG5758	NP_001286028			
23215	Dmel_CG5760	NP_524429			
23216	Dmel_CG5762	NP_651252			
23217	Dmel_CG5765	NP_001286561			
23218	Dmel_CG5767	NP_611283			
23219	Dmel_CG5768	NP_001369031			
23220	Dmel_CG5770	NP_611282			
23221	Dmel_CG5771	NP_477170	K07904	map04144	Endocytosis
23222	Dmel_CG5771	NP_477170	K07904	map04961	Endocrine and other factor-regulated calcium reabsorption
23223	Dmel_CG5771	NP_477170	K07904	map04962	Vasopressin-regulated water reabsorption
23224	Dmel_CG5771	NP_477170	K07904	map04972	Pancreatic secretion
23225	Dmel_CG5771	NP_477170	K07904	map05164	Influenza A
23226	Dmel_CG5772	NP_001334732			
23227	Dmel_CG5773	NP_001286557			
23228	Dmel_CG5776	NP_001260420	K14575	map03008	Ribosome biogenesis in eukaryotes
23229	Dmel_CG5778	NP_001262823			
23230	Dmel_CG5780	NP_609581	K19675		
23231	Dmel_CG5781	NP_609583			
23232	Dmel_CG5783	NP_609869			
23233	Dmel_CG5784	NP_523780	K18646		
23234	Dmel_CG5785	NP_001286552	K16829		
23235	Dmel_CG5786	NP_476979	K14859		
23236	Dmel_CG5787	NP_001260422			
23237	Dmel_CG5788	NP_477414	K04552	map04120	Ubiquitin mediated proteolysis
23238	Dmel_CG5788	NP_477414	K04552	map05012	Parkinson disease
23239	Dmel_CG5788	NP_477414	K04552	map05022	Pathways of neurodegeneration - multiple diseases
23240	Dmel_CG5789	NP_001247286			
23241	Dmel_CG5790	NP_001286037	K02214	map04110	Cell cycle
23242	Dmel_CG5790	NP_001286037	K02214	map04111	Cell cycle - yeast
23243	Dmel_CG5790	NP_001286037	K02214	map04113	Meiosis - yeast
23244	Dmel_CG5791	NP_001262824			
23245	Dmel_CG5792	NP_609590	K25426		
23246	Dmel_CG5793	NP_001247225	K01557	map00350	Tyrosine metabolism
23247	Dmel_CG5793	NP_001247225	K01557	map01100	
23248	Dmel_CG5793	NP_001247225	K01557	map01120	Microbial metabolism in diverse environments
23249	Dmel_CG5794	NP_651275	K11853		
23250	Dmel_CG5796	NP_651278	K00231	map00860	Porphyrin metabolism
23251	Dmel_CG5796	NP_651278	K00231	map01100	
23252	Dmel_CG5796	NP_651278	K00231	map01110	Biosynthesis of secondary metabolites
23253	Dmel_CG5796	NP_651278	K00231	map01240	Biosynthesis of cofactors
23254	Dmel_CG5798	NP_001247227	K11839	map04137	Mitophagy - animal
23255	Dmel_CG5798	NP_001247227	K11839	map04144	Endocytosis
23256	Dmel_CG5798	NP_001247227	K11839	map04934	Cushing syndrome
23257	Dmel_CG5799	NP_477241	K19774	map04212	Longevity regulating pathway - worm
23258	Dmel_CG5800	NP_573230	K14776		
23259	Dmel_CG5802	NP_001097853	K15275		
23260	Dmel_CG5803	NP_724107			
23261	Dmel_CG5804	NP_648255			
23262	Dmel_CG5805	NP_001287513	K15121		
23263	Dmel_CG5807	NP_651290	K25215		
23264	Dmel_CG5808	NP_651291	K12735		
23265	Dmel_CG5809	NP_001285979	K09584	map04141	Protein processing in endoplasmic reticulum
23266	Dmel_CG5810	NP_650952			
23267	Dmel_CG5811	NP_524525	K14072		
23268	Dmel_CG5812	NP_651999			
23269	Dmel_CG5813	NP_523583			
23270	Dmel_CG5814	NP_001262934	K21771	map04068	FoxO signaling pathway
23271	Dmel_CG5814	NP_001262934	K21771	map04110	Cell cycle
23272	Dmel_CG5814	NP_001262934	K21771	map04218	Cellular senescence
23273	Dmel_CG5814	NP_001262934	K21771	map04914	Progesterone-mediated oocyte maturation
23274	Dmel_CG5814	NP_001262934	K21771	map05170	Human immunodeficiency virus 1 infection
23275	Dmel_CG5815	NP_733196	K15193		
23276	Dmel_CG5818	NP_524939	K02926	map03010	Ribosome
23277	Dmel_CG5819	NP_001246458			
23278	Dmel_CG5820	NP_001286713			
23279	Dmel_CG5821	NP_001286724			
23280	Dmel_CG5823	NP_001262669	K04554	map04120	Ubiquitin mediated proteolysis
23281	Dmel_CG5823	NP_001262669	K04554	map04141	Protein processing in endoplasmic reticulum
23282	Dmel_CG5823	NP_001262669	K04554	map05012	Parkinson disease
23283	Dmel_CG5823	NP_001262669	K04554	map05022	Pathways of neurodegeneration - multiple diseases
23284	Dmel_CG5824	NP_001303435	K14766		
23285	Dmel_CG5825	NP_001260082	K11253	map04613	Neutrophil extracellular trap formation
23286	Dmel_CG5825	NP_001260082	K11253	map05034	Alcoholism
23287	Dmel_CG5825	NP_001260082	K11253	map05131	Shigellosis
23288	Dmel_CG5825	NP_001260082	K11253	map05202	Transcriptional misregulation in cancer
23289	Dmel_CG5825	NP_001260082	K11253	map05322	Systemic lupus erythematosus
23290	Dmel_CG5826	NP_524387	K20011		
23291	Dmel_CG5827	NP_001188691	K02921	map03010	Ribosome
23292	Dmel_CG5827	NP_001188691	K02921	map05171	Coronavirus disease - COVID-19
23293	Dmel_CG5828	NP_001260085	K09680	map00770	Pantothenate and CoA biosynthesis
23294	Dmel_CG5828	NP_001260085	K09680	map01100	
23295	Dmel_CG5828	NP_001260085	K09680	map01240	Biosynthesis of cofactors
23296	Dmel_CG5830	NP_001261912	K15731		
23297	Dmel_CG5834	NP_788663	K03283	map03040	Spliceosome
23298	Dmel_CG5834	NP_788663	K03283	map04010	MAPK signaling pathway
23299	Dmel_CG5834	NP_788663	K03283	map04141	Protein processing in endoplasmic reticulum
23300	Dmel_CG5834	NP_788663	K03283	map04144	Endocytosis
23301	Dmel_CG5834	NP_788663	K03283	map04213	Longevity regulating pathway - multiple species
23302	Dmel_CG5834	NP_788663	K03283	map04612	Antigen processing and presentation
23303	Dmel_CG5834	NP_788663	K03283	map04915	Estrogen signaling pathway
23304	Dmel_CG5834	NP_788663	K03283	map05020	Prion disease
23305	Dmel_CG5834	NP_788663	K03283	map05134	Legionellosis
23306	Dmel_CG5834	NP_788663	K03283	map05145	Toxoplasmosis
23307	Dmel_CG5834	NP_788663	K03283	map05162	Measles
23308	Dmel_CG5834	NP_788663	K03283	map05417	Lipid and atherosclerosis
23309	Dmel_CG5835	NP_650785			
23310	Dmel_CG5836	NP_001262672	K13095		
23311	Dmel_CG5837	NP_524214	K05750	map04810	Regulation of actin cytoskeleton
23312	Dmel_CG5837	NP_524214	K05750	map05130	Pathogenic Escherichia coli infection
23313	Dmel_CG5837	NP_524214	K05750	map05132	Salmonella infection
23314	Dmel_CG5838	NP_001260311			
23315	Dmel_CG5840	NP_001262670	K00286	map00330	Arginine and proline metabolism
23316	Dmel_CG5840	NP_001262670	K00286	map01100	
23317	Dmel_CG5840	NP_001262670	K00286	map01110	Biosynthesis of secondary metabolites
23318	Dmel_CG5840	NP_001262670	K00286	map01230	Biosynthesis of amino acids
23319	Dmel_CG5841	NP_648826	K10645	map05417	Lipid and atherosclerosis
23320	Dmel_CG5842	NP_001261833	K04974	map04928	Parathyroid hormone synthesis, secretion and action
23321	Dmel_CG5842	NP_001261833	K04974	map04961	Endocrine and other factor-regulated calcium reabsorption
23322	Dmel_CG5844	NP_650199			
23323	Dmel_CG5846	NP_001303318	K21486		
23324	Dmel_CG5847	NP_649220			
23325	Dmel_CG5848	NP_001260496	K04734	map04024	cAMP signaling pathway
23326	Dmel_CG5848	NP_001260496	K04734	map04062	Chemokine signaling pathway
23327	Dmel_CG5848	NP_001260496	K04734	map04064	NF-kappa B signaling pathway
23328	Dmel_CG5848	NP_001260496	K04734	map04210	Apoptosis
23329	Dmel_CG5848	NP_001260496	K04734	map04380	Osteoclast differentiation
23330	Dmel_CG5848	NP_001260496	K04734	map04620	Toll-like receptor signaling pathway
23331	Dmel_CG5848	NP_001260496	K04734	map04621	NOD-like receptor signaling pathway
23332	Dmel_CG5848	NP_001260496	K04734	map04622	RIG-I-like receptor signaling pathway
23333	Dmel_CG5848	NP_001260496	K04734	map04623	Cytosolic DNA-sensing pathway
23334	Dmel_CG5848	NP_001260496	K04734	map04624	Toll and Imd signaling pathway
23335	Dmel_CG5848	NP_001260496	K04734	map04625	C-type lectin receptor signaling pathway
23336	Dmel_CG5848	NP_001260496	K04734	map04657	IL-17 signaling pathway
23337	Dmel_CG5848	NP_001260496	K04734	map04658	Th1 and Th2 cell differentiation
23338	Dmel_CG5848	NP_001260496	K04734	map04659	Th17 cell differentiation
23339	Dmel_CG5848	NP_001260496	K04734	map04660	T cell receptor signaling pathway
23340	Dmel_CG5848	NP_001260496	K04734	map04662	B cell receptor signaling pathway
23341	Dmel_CG5848	NP_001260496	K04734	map04668	TNF signaling pathway
23342	Dmel_CG5848	NP_001260496	K04734	map04722	Neurotrophin signaling pathway
23343	Dmel_CG5848	NP_001260496	K04734	map04920	Adipocytokine signaling pathway
23344	Dmel_CG5848	NP_001260496	K04734	map04926	Relaxin signaling pathway
23345	Dmel_CG5848	NP_001260496	K04734	map04931	Insulin resistance
23346	Dmel_CG5848	NP_001260496	K04734	map04936	Alcoholic liver disease
23347	Dmel_CG5848	NP_001260496	K04734	map05120	Epithelial cell signaling in Helicobacter pylori infection
23348	Dmel_CG5848	NP_001260496	K04734	map05130	Pathogenic Escherichia coli infection
23349	Dmel_CG5848	NP_001260496	K04734	map05131	Shigellosis
23350	Dmel_CG5848	NP_001260496	K04734	map05132	Salmonella infection
23351	Dmel_CG5848	NP_001260496	K04734	map05134	Legionellosis
23352	Dmel_CG5848	NP_001260496	K04734	map05135	Yersinia infection
23353	Dmel_CG5848	NP_001260496	K04734	map05140	Leishmaniasis
23354	Dmel_CG5848	NP_001260496	K04734	map05142	Chagas disease
23355	Dmel_CG5848	NP_001260496	K04734	map05145	Toxoplasmosis
23356	Dmel_CG5848	NP_001260496	K04734	map05160	Hepatitis C
23357	Dmel_CG5848	NP_001260496	K04734	map05161	Hepatitis B
23358	Dmel_CG5848	NP_001260496	K04734	map05162	Measles
23359	Dmel_CG5848	NP_001260496	K04734	map05163	Human cytomegalovirus infection
23360	Dmel_CG5848	NP_001260496	K04734	map05164	Influenza A
23361	Dmel_CG5848	NP_001260496	K04734	map05166	Human T-cell leukemia virus 1 infection
23362	Dmel_CG5848	NP_001260496	K04734	map05167	Kaposi sarcoma-associated herpesvirus infection
23363	Dmel_CG5848	NP_001260496	K04734	map05168	Herpes simplex virus 1 infection
23364	Dmel_CG5848	NP_001260496	K04734	map05169	Epstein-Barr virus infection
23365	Dmel_CG5848	NP_001260496	K04734	map05170	Human immunodeficiency virus 1 infection
23366	Dmel_CG5848	NP_001260496	K04734	map05171	Coronavirus disease - COVID-19
23367	Dmel_CG5848	NP_001260496	K04734	map05200	Pathways in cancer
23368	Dmel_CG5848	NP_001260496	K04734	map05203	Viral carcinogenesis
23369	Dmel_CG5848	NP_001260496	K04734	map05208	Chemical carcinogenesis - reactive oxygen species
23370	Dmel_CG5848	NP_001260496	K04734	map05215	Prostate cancer
23371	Dmel_CG5848	NP_001260496	K04734	map05220	Chronic myeloid leukemia
23372	Dmel_CG5848	NP_001260496	K04734	map05222	Small cell lung cancer
23373	Dmel_CG5848	NP_001260496	K04734	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
23374	Dmel_CG5848	NP_001260496	K04734	map05417	Lipid and atherosclerosis
23375	Dmel_CG5849	NP_001163679			
23376	Dmel_CG5850	NP_001036350			
23377	Dmel_CG5851	NP_650619	K17550		
23378	Dmel_CG5853	NP_001260309	K05680	map02010	ABC transporters
23379	Dmel_CG5854	NP_651196			
23380	Dmel_CG5855	NP_001260495	K20368		
23381	Dmel_CG5857	NP_651191	K14315	map03013	Nucleocytoplasmic transport
23382	Dmel_CG5857	NP_651191	K14315	map05014	Amyotrophic lateral sclerosis
23383	Dmel_CG5859	NP_611162	K13145		
23384	Dmel_CG5860	NP_650622	K01379	map04071	Sphingolipid signaling pathway
23385	Dmel_CG5860	NP_650622	K01379	map04140	Autophagy - animal
23386	Dmel_CG5860	NP_650622	K01379	map04142	Lysosome
23387	Dmel_CG5860	NP_650622	K01379	map04210	Apoptosis
23388	Dmel_CG5860	NP_650622	K01379	map04915	Estrogen signaling pathway
23389	Dmel_CG5860	NP_650622	K01379	map05152	Tuberculosis
23390	Dmel_CG5860	NP_650622	K01379	map05415	Diabetic cardiomyopathy
23391	Dmel_CG5861	NP_609789	K26498		
23392	Dmel_CG5862	NP_650954	K23344		
23393	Dmel_CG5863	NP_650623	K01379	map04071	Sphingolipid signaling pathway
23394	Dmel_CG5863	NP_650623	K01379	map04140	Autophagy - animal
23395	Dmel_CG5863	NP_650623	K01379	map04142	Lysosome
23396	Dmel_CG5863	NP_650623	K01379	map04210	Apoptosis
23397	Dmel_CG5863	NP_650623	K01379	map04915	Estrogen signaling pathway
23398	Dmel_CG5863	NP_650623	K01379	map05152	Tuberculosis
23399	Dmel_CG5863	NP_650623	K01379	map05415	Diabetic cardiomyopathy
23400	Dmel_CG5864	NP_001247273	K12394	map04142	Lysosome
23401	Dmel_CG5864	NP_001247273	K12394	map05170	Human immunodeficiency virus 1 infection
23402	Dmel_CG5866	NP_650624			
23403	Dmel_CG5867	NP_609625			
23404	Dmel_CG5869	NP_609787			
23405	Dmel_CG5870	NP_523388	K06115	map04820	Cytoskeleton in muscle cells
23406	Dmel_CG5871	NP_650956	K15719	map04931	Insulin resistance
23407	Dmel_CG5872	NP_001287129			
23408	Dmel_CG5873	NP_650627	K19511		
23409	Dmel_CG5874	NP_650958	K15179	map03250	Viral life cycle - HIV-1
23410	Dmel_CG5876	NP_523581	K00810		
23411	Dmel_CG5877	NP_001259563	K26109		
23412	Dmel_CG5878	NP_651434	K01988	map00601	Glycosphingolipid biosynthesis - lacto and neolacto series
23413	Dmel_CG5878	NP_651434	K01988	map00603	Glycosphingolipid biosynthesis - globo and isoglobo series
23414	Dmel_CG5878	NP_651434	K01988	map01100	
23415	Dmel_CG5880	NP_651539	K18932		
23416	Dmel_CG5882	NP_651540	K25554		
23417	Dmel_CG5883	NP_648526			
23418	Dmel_CG5884	NP_573238	K06093	map04015	Rap1 signaling pathway
23419	Dmel_CG5884	NP_573238	K06093	map04144	Endocytosis
23420	Dmel_CG5884	NP_573238	K06093	map04360	Axon guidance
23421	Dmel_CG5884	NP_573238	K06093	map04390	Hippo signaling pathway
23422	Dmel_CG5884	NP_573238	K06093	map04391	Hippo signaling pathway - fly
23423	Dmel_CG5884	NP_573238	K06093	map04530	Tight junction
23424	Dmel_CG5884	NP_573238	K06093	map05165	Human papillomavirus infection
23425	Dmel_CG5885	NP_001303317	K13251	map04141	Protein processing in endoplasmic reticulum
23426	Dmel_CG5886	NP_651435	K26808		
23427	Dmel_CG5887	NP_652731	K00507	map01040	Biosynthesis of unsaturated fatty acids
23428	Dmel_CG5887	NP_652731	K00507	map01100	
23429	Dmel_CG5887	NP_652731	K00507	map01212	Fatty acid metabolism
23430	Dmel_CG5887	NP_652731	K00507	map03320	PPAR signaling pathway
23431	Dmel_CG5887	NP_652731	K00507	map04152	AMPK signaling pathway
23432	Dmel_CG5887	NP_652731	K00507	map04212	Longevity regulating pathway - worm
23433	Dmel_CG5887	NP_652731	K00507	map04936	Alcoholic liver disease
23434	Dmel_CG5888	NP_001285981			
23435	Dmel_CG5889	NP_001163749	K00029	map00620	Pyruvate metabolism
23436	Dmel_CG5889	NP_001163749	K00029	map00710	Carbon fixation by Calvin cycle
23437	Dmel_CG5889	NP_001163749	K00029	map01100	
23438	Dmel_CG5889	NP_001163749	K00029	map01120	Microbial metabolism in diverse environments
23439	Dmel_CG5889	NP_001163749	K00029	map01200	Carbon metabolism
23440	Dmel_CG5889	NP_001163749	K00029	map03320	PPAR signaling pathway
23441	Dmel_CG5890	NP_001163739	K23855		
23442	Dmel_CG5892	NP_650959			
23443	Dmel_CG5893	NP_001261830	K09267		
23444	Dmel_CG5895	NP_001163452			
23445	Dmel_CG5896	NP_651543	K20673	map04624	Toll and Imd signaling pathway
23446	Dmel_CG5897	NP_001356901			
23447	Dmel_CG5899	NP_609320	K14439	map04550	Signaling pathways regulating pluripotency of stem cells
23448	Dmel_CG5902	NP_001163705	K24611		
23449	Dmel_CG5903	NP_001287356	K24626		
23450	Dmel_CG5904	NP_524100	K17410		
23451	Dmel_CG5905	NP_001284925	K08635		
23452	Dmel_CG5906	NP_648518	K13348	map04146	Peroxisome
23453	Dmel_CG5907	NP_001259675	K19932		
23454	Dmel_CG5909	NP_651544			
23455	Dmel_CG5910	NP_001163482			
23456	Dmel_CG5911	NP_001287439			
23457	Dmel_CG5912	NP_524737	K03068	map04150	mTOR signaling pathway
23458	Dmel_CG5912	NP_524737	K03068	map04310	Wnt signaling pathway
23459	Dmel_CG5912	NP_524737	K03068	map04928	Parathyroid hormone synthesis, secretion and action
23460	Dmel_CG5912	NP_524737	K03068	map05010	Alzheimer disease
23461	Dmel_CG5912	NP_524737	K03068	map05022	Pathways of neurodegeneration - multiple diseases
23462	Dmel_CG5912	NP_524737	K03068	map05200	Pathways in cancer
23463	Dmel_CG5912	NP_524737	K03068	map05224	Breast cancer
23464	Dmel_CG5912	NP_524737	K03068	map05225	Hepatocellular carcinoma
23465	Dmel_CG5912	NP_524737	K03068	map05226	Gastric cancer
23466	Dmel_CG5913	NP_651439			
23467	Dmel_CG5915	NP_001247276	K07897	map04137	Mitophagy - animal
23468	Dmel_CG5915	NP_001247276	K07897	map04138	Autophagy - yeast
23469	Dmel_CG5915	NP_001247276	K07897	map04140	Autophagy - animal
23470	Dmel_CG5915	NP_001247276	K07897	map04144	Endocytosis
23471	Dmel_CG5915	NP_001247276	K07897	map04145	Phagosome
23472	Dmel_CG5915	NP_001247276	K07897	map04148	Efferocytosis
23473	Dmel_CG5915	NP_001247276	K07897	map05132	Salmonella infection
23474	Dmel_CG5915	NP_001247276	K07897	map05146	Amoebiasis
23475	Dmel_CG5915	NP_001247276	K07897	map05152	Tuberculosis
23476	Dmel_CG5916	NP_001287357	K19953		
23477	Dmel_CG5919	NP_001163673	K01823	map00900	Terpenoid backbone biosynthesis
23478	Dmel_CG5919	NP_001163673	K01823	map01100	
23479	Dmel_CG5919	NP_001163673	K01823	map01110	Biosynthesis of secondary metabolites
23480	Dmel_CG5920	NP_001260303	K02981	map03010	Ribosome
23481	Dmel_CG5920	NP_001260303	K02981	map05171	Coronavirus disease - COVID-19
23482	Dmel_CG5921	NP_001259265	K21877		
23483	Dmel_CG5923	NP_733206	K02321	map03030	DNA replication
23484	Dmel_CG5924	NP_609318	K17680	map05017	Spinocerebellar ataxia
23485	Dmel_CG5925	NP_650201	K00507	map01040	Biosynthesis of unsaturated fatty acids
23486	Dmel_CG5925	NP_650201	K00507	map01100	
23487	Dmel_CG5925	NP_650201	K00507	map01212	Fatty acid metabolism
23488	Dmel_CG5925	NP_650201	K00507	map03320	PPAR signaling pathway
23489	Dmel_CG5925	NP_650201	K00507	map04152	AMPK signaling pathway
23490	Dmel_CG5925	NP_650201	K00507	map04212	Longevity regulating pathway - worm
23491	Dmel_CG5925	NP_650201	K00507	map04936	Alcoholic liver disease
23492	Dmel_CG5927	NP_525094			
23493	Dmel_CG5928	NP_001033834			
23494	Dmel_CG5930	NP_476995	K03122	map03022	Basal transcription factors
23495	Dmel_CG5930	NP_476995	K03122	map05203	Viral carcinogenesis
23496	Dmel_CG5931	NP_648818	K12854	map03040	Spliceosome
23497	Dmel_CG5932	NP_649229			
23498	Dmel_CG5933	NP_651204	K05925		
23499	Dmel_CG5934	NP_651552	K20316		
23500	Dmel_CG5935	NP_001261034	K17046		
23501	Dmel_CG5937	NP_001096888	K17572		
23502	Dmel_CG5938	NP_001097947			
23503	Dmel_CG5939	NP_523982			
23504	Dmel_CG5940	NP_524030	K06627	map04110	Cell cycle
23505	Dmel_CG5940	NP_524030	K06627	map04152	AMPK signaling pathway
23506	Dmel_CG5940	NP_524030	K06627	map04218	Cellular senescence
23507	Dmel_CG5940	NP_524030	K06627	map04914	Progesterone-mediated oocyte maturation
23508	Dmel_CG5940	NP_524030	K06627	map05161	Hepatitis B
23509	Dmel_CG5940	NP_524030	K06627	map05165	Human papillomavirus infection
23510	Dmel_CG5940	NP_524030	K06627	map05166	Human T-cell leukemia virus 1 infection
23511	Dmel_CG5940	NP_524030	K06627	map05169	Epstein-Barr virus infection
23512	Dmel_CG5940	NP_524030	K06627	map05200	Pathways in cancer
23513	Dmel_CG5940	NP_524030	K06627	map05202	Transcriptional misregulation in cancer
23514	Dmel_CG5940	NP_524030	K06627	map05203	Viral carcinogenesis
23515	Dmel_CG5940	NP_524030	K06627	map05221	Acute myeloid leukemia
23516	Dmel_CG5941	NP_001245541	K07575		
23517	Dmel_CG5942	NP_536746	K11647	map03082	ATP-dependent chromatin remodeling
23518	Dmel_CG5942	NP_536746	K11647	map04714	Thermogenesis
23519	Dmel_CG5942	NP_536746	K11647	map05225	Hepatocellular carcinoma
23520	Dmel_CG5945	NP_001260439			
23521	Dmel_CG5946	NP_001036600	K00326	map00520	Amino sugar and nucleotide sugar metabolism
23522	Dmel_CG5948	NP_001247306	K04565	map04146	Peroxisome
23523	Dmel_CG5948	NP_001247306	K04565	map04213	Longevity regulating pathway - multiple species
23524	Dmel_CG5948	NP_001247306	K04565	map05012	Parkinson disease
23525	Dmel_CG5948	NP_001247306	K04565	map05014	Amyotrophic lateral sclerosis
23526	Dmel_CG5948	NP_001247306	K04565	map05016	Huntington disease
23527	Dmel_CG5948	NP_001247306	K04565	map05020	Prion disease
23528	Dmel_CG5948	NP_001247306	K04565	map05022	Pathways of neurodegeneration - multiple diseases
23529	Dmel_CG5948	NP_001247306	K04565	map05208	Chemical carcinogenesis - reactive oxygen species
23530	Dmel_CG5949	NP_524099	K02327	map03030	DNA replication
23531	Dmel_CG5949	NP_524099	K02327	map03410	Base excision repair
23532	Dmel_CG5949	NP_524099	K02327	map03420	Nucleotide excision repair
23533	Dmel_CG5949	NP_524099	K02327	map03430	Mismatch repair
23534	Dmel_CG5949	NP_524099	K02327	map03440	Homologous recombination
23535	Dmel_CG5952	NP_001287358			
23536	Dmel_CG5953	NP_001162989			
23537	Dmel_CG5954	NP_733209	K24387	map03083	Polycomb repressive complex
23538	Dmel_CG5955	NP_649230	K15789	map00260	Glycine, serine and threonine metabolism
23539	Dmel_CG5955	NP_649230	K15789	map01100	
23540	Dmel_CG5958	NP_609119			
23541	Dmel_CG5959	NP_651441			
23542	Dmel_CG5961	NP_001189211	K10295		
23543	Dmel_CG5962	NP_523976	K13805	map04745	Phototransduction - fly
23544	Dmel_CG5964	NP_648507	K16471		
23545	Dmel_CG5965	NP_001097946	K24675		
23546	Dmel_CG5966	NP_001284922			
23547	Dmel_CG5968	NP_001260505			
23548	Dmel_CG5969	NP_788549	K23952		
23549	Dmel_CG5970	NP_610876	K14399	map03015	mRNA surveillance pathway
23550	Dmel_CG5971	NP_648247	K02213	map04110	Cell cycle
23551	Dmel_CG5971	NP_648247	K02213	map04111	Cell cycle - yeast
23552	Dmel_CG5971	NP_648247	K02213	map04113	Meiosis - yeast
23553	Dmel_CG5971	NP_648247	K02213	map05207	Chemical carcinogenesis - receptor activation
23554	Dmel_CG5972	NP_608996	K05755	map04138	Autophagy - yeast
23555	Dmel_CG5972	NP_608996	K05755	map04144	Endocytosis
23556	Dmel_CG5972	NP_608996	K05755	map04530	Tight junction
23557	Dmel_CG5972	NP_608996	K05755	map04666	Fc gamma R-mediated phagocytosis
23558	Dmel_CG5972	NP_608996	K05755	map04810	Regulation of actin cytoskeleton
23559	Dmel_CG5972	NP_608996	K05755	map05100	Bacterial invasion of epithelial cells
23560	Dmel_CG5972	NP_608996	K05755	map05130	Pathogenic Escherichia coli infection
23561	Dmel_CG5972	NP_608996	K05755	map05131	Shigellosis
23562	Dmel_CG5972	NP_608996	K05755	map05132	Salmonella infection
23563	Dmel_CG5972	NP_608996	K05755	map05135	Yersinia infection
23564	Dmel_CG5973	NP_001162901			
23565	Dmel_CG5974	NP_001263008	K04730	map04010	MAPK signaling pathway
23566	Dmel_CG5974	NP_001263008	K04730	map04064	NF-kappa B signaling pathway
23567	Dmel_CG5974	NP_001263008	K04730	map04620	Toll-like receptor signaling pathway
23568	Dmel_CG5974	NP_001263008	K04730	map04624	Toll and Imd signaling pathway
23569	Dmel_CG5974	NP_001263008	K04730	map04722	Neurotrophin signaling pathway
23570	Dmel_CG5974	NP_001263008	K04730	map04936	Alcoholic liver disease
23571	Dmel_CG5974	NP_001263008	K04730	map05130	Pathogenic Escherichia coli infection
23572	Dmel_CG5974	NP_001263008	K04730	map05132	Salmonella infection
23573	Dmel_CG5974	NP_001263008	K04730	map05133	Pertussis
23574	Dmel_CG5974	NP_001263008	K04730	map05135	Yersinia infection
23575	Dmel_CG5974	NP_001263008	K04730	map05140	Leishmaniasis
23576	Dmel_CG5974	NP_001263008	K04730	map05142	Chagas disease
23577	Dmel_CG5974	NP_001263008	K04730	map05145	Toxoplasmosis
23578	Dmel_CG5974	NP_001263008	K04730	map05152	Tuberculosis
23579	Dmel_CG5974	NP_001263008	K04730	map05161	Hepatitis B
