	dme	ncbi	ko	dmepathway	dmepathname
13803	Dmel_CG4919	NP_001262845	K11205	dme00270	Cysteine and methionine metabolism - Drosophila melanogaster (fruit fly)
13804	Dmel_CG4919	NP_001262845	K11205	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
13805	Dmel_CG4919	NP_001262845	K11205	dme01100	
13806	Dmel_CG4919	NP_001262845	K11205	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
13807	Dmel_CG4919	NP_001262845	K11205	dme04216	Ferroptosis - Drosophila melanogaster (fruit fly)
13808	Dmel_CG4920	NP_524362			
13809	Dmel_CG4921	NP_523777	K07880		
13810	Dmel_CG4922	NP_001245985			
13811	Dmel_CG4924	NP_611237	K05019		
13812	Dmel_CG4925	NP_648879			
13813	Dmel_CG4926	NP_476962	K05122	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
13814	Dmel_CG4927	NP_001033953			
13815	Dmel_CG4928	NP_573179			
13816	Dmel_CG4930	NP_001260489			
13817	Dmel_CG4931	NP_650447	K05749	dme04810	Regulation of actin cytoskeleton - Drosophila melanogaster (fruit fly)
13818	Dmel_CG4933	NP_648880	K01409		
13819	Dmel_CG4934	NP_476901	K02175	dme04320	Dorso-ventral axis formation - Drosophila melanogaster (fruit fly)
13820	Dmel_CG4935	NP_609782	K13124		
13821	Dmel_CG4936	NP_650862			
13822	Dmel_CG4937	NP_001036282			
13823	Dmel_CG4938	NP_001262599	K01875	dme00970	Aminoacyl-tRNA biosynthesis - Drosophila melanogaster (fruit fly)
13824	Dmel_CG4942	NP_648286	K17797		
13825	Dmel_CG4943	NP_001261061	K04678	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
13826	Dmel_CG4943	NP_001261061	K04678	dme04137	Mitophagy - animal - Drosophila melanogaster (fruit fly)
13827	Dmel_CG4943	NP_001261061	K04678	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
13828	Dmel_CG4943	NP_001261061	K04678	dme04340	Hedgehog signaling pathway - Drosophila melanogaster (fruit fly)
13829	Dmel_CG4943	NP_001261061	K04678	dme04341	Hedgehog signaling pathway - fly - Drosophila melanogaster (fruit fly)
13830	Dmel_CG4943	NP_001261061	K04678	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
13831	Dmel_CG4943	NP_001261061	K04678	dme04520	Adherens junction - Drosophila melanogaster (fruit fly)
13832	Dmel_CG4944	NP_001245516			
13833	Dmel_CG4945	NP_001286492	K08858		
13834	Dmel_CG4946	NP_609364			
13835	Dmel_CG4947	NP_608585	K00777		
13836	Dmel_CG4949	NP_573188			
13837	Dmel_CG4950	NP_001261934			
13838	Dmel_CG4951	NP_001097950			
13839	Dmel_CG4952	NP_001014486			
13840	Dmel_CG4953	NP_609365	K20310		
13841	Dmel_CG4954	NP_001286545	K03252		
13842	Dmel_CG4955	NP_573189			
13843	Dmel_CG4956	NP_651428	K18932		
13844	Dmel_CG4957	NP_609366			
13845	Dmel_CG4960	NP_001287533	K17279		
13846	Dmel_CG4962	NP_648865			
13847	Dmel_CG4963	NP_651600	K15113		
13848	Dmel_CG4965	NP_001260491			
13849	Dmel_CG4966	NP_611246	K20194		
13850	Dmel_CG4968	NP_609375	K09602		
13851	Dmel_CG4969	NP_001260188	K00445	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
13852	Dmel_CG4969	NP_001260188	K00445	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
13853	Dmel_CG4969	NP_001260188	K00445	dme04916	Melanogenesis - Drosophila melanogaster (fruit fly)
13854	Dmel_CG4970	NP_001027253			
13855	Dmel_CG4971	NP_609109	K01357	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
13856	Dmel_CG4971	NP_609109	K01357	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
13857	Dmel_CG4971	NP_609109	K01357	dme04916	Melanogenesis - Drosophila melanogaster (fruit fly)
13858	Dmel_CG4972	NP_609378	K26499		
13859	Dmel_CG4973	NP_650865	K13127		
13860	Dmel_CG4974	NP_001246685	K02306	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
13861	Dmel_CG4974	NP_001246685	K02306	dme04391	Hippo signaling pathway - fly - Drosophila melanogaster (fruit fly)
13862	Dmel_CG4975	NP_001137693	K19323		
13863	Dmel_CG4976	NP_733239	K11424	dme00310	Lysine degradation - Drosophila melanogaster (fruit fly)
13864	Dmel_CG4976	NP_733239	K11424	dme01100	
13865	Dmel_CG4977	NP_523551			
13866	Dmel_CG4978	NP_523984	K02210	dme03030	DNA replication - Drosophila melanogaster (fruit fly)
13867	Dmel_CG4978	NP_523984	K02210	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
13868	Dmel_CG4979	NP_001287352			
13869	Dmel_CG4980	NP_651596	K12861	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
13870	Dmel_CG4982	NP_648866			
13871	Dmel_CG4983	NP_001285846			
13872	Dmel_CG4984	NP_001137695			
13873	Dmel_CG4986	NP_524498			
13874	Dmel_CG4988	NP_609514	K01785	dme00010	Glycolysis / Gluconeogenesis - Drosophila melanogaster (fruit fly)
13875	Dmel_CG4988	NP_609514	K01785	dme00052	Galactose metabolism - Drosophila melanogaster (fruit fly)
13876	Dmel_CG4988	NP_609514	K01785	dme01100	
13877	Dmel_CG4991	NP_001138214	K14209		
13878	Dmel_CG4993	NP_001260487	K18041		
13879	Dmel_CG4994	NP_001246757	K15102		
13880	Dmel_CG4995	NP_001260325	K15109		
13881	Dmel_CG4996	NP_611258	K23288		
13882	Dmel_CG4998	NP_001036609			
13883	Dmel_CG4999	NP_523985	K17353		
13884	Dmel_CG5000	NP_732105	K16803		
13885	Dmel_CG5001	NP_001245832	K09511		
13886	Dmel_CG5002	NP_611262	K14708		
13887	Dmel_CG5003	NP_651593			
13888	Dmel_CG5004	NP_001188654	K23794		
13889	Dmel_CG5005	NP_477302			
13890	Dmel_CG5006	NP_523555	K22984		
13891	Dmel_CG5008	NP_523986	K20692	dme04624	Toll and Imd signaling pathway - Drosophila melanogaster (fruit fly)
13892	Dmel_CG5009	NP_611264	K00232	dme00071	Fatty acid degradation - Drosophila melanogaster (fruit fly)
13893	Dmel_CG5009	NP_611264	K00232	dme00410	beta-Alanine metabolism - Drosophila melanogaster (fruit fly)
13894	Dmel_CG5009	NP_611264	K00232	dme00592	alpha-Linolenic acid metabolism - Drosophila melanogaster (fruit fly)
13895	Dmel_CG5009	NP_611264	K00232	dme00640	Propanoate metabolism - Drosophila melanogaster (fruit fly)
13896	Dmel_CG5009	NP_611264	K00232	dme01040	Biosynthesis of unsaturated fatty acids - Drosophila melanogaster (fruit fly)
13897	Dmel_CG5009	NP_611264	K00232	dme01100	
13898	Dmel_CG5009	NP_611264	K00232	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
13899	Dmel_CG5009	NP_611264	K00232	dme01212	Fatty acid metabolism - Drosophila melanogaster (fruit fly)
13900	Dmel_CG5009	NP_611264	K00232	dme03320	PPAR signaling pathway - Drosophila melanogaster (fruit fly)
13901	Dmel_CG5009	NP_611264	K00232	dme04146	Peroxisome - Drosophila melanogaster (fruit fly)
13902	Dmel_CG5010	NP_001285363	K22758		
13903	Dmel_CG5011	NP_001259864			
13904	Dmel_CG5012	NP_524742	K02935	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
13905	Dmel_CG5013	NP_650520	K23151		
13906	Dmel_CG5014	NP_570087			
13907	Dmel_CG5016	NP_524499			
13908	Dmel_CG5017	NP_651592	K11279		
13909	Dmel_CG5018	NP_001261930	K14548	dme03008	Ribosome biogenesis in eukaryotes - Drosophila melanogaster (fruit fly)
13910	Dmel_CG5020	NP_609835	K10421	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
13911	Dmel_CG5021	NP_001163390	K26752		
13912	Dmel_CG5022	NP_609384	K23969		
13913	Dmel_CG5023	NP_650867	K20526		
13914	Dmel_CG5024	NP_001163736	K02183	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
13915	Dmel_CG5024	NP_001163736	K02183	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
13916	Dmel_CG5024	NP_001163736	K02183	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
13917	Dmel_CG5024	NP_001163736	K02183	dme04261	Adrenergic signaling in cardiomyocytes - Drosophila melanogaster (fruit fly)
13918	Dmel_CG5024	NP_001163736	K02183	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
13919	Dmel_CG5024	NP_001163736	K02183	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
13920	Dmel_CG5024	NP_001163736	K02183	dme04625	C-type lectin receptor signaling pathway - Drosophila melanogaster (fruit fly)
13921	Dmel_CG5024	NP_001163736	K02183	dme04744	Phototransduction - Drosophila melanogaster (fruit fly)
13922	Dmel_CG5024	NP_001163736	K02183	dme04745	Phototransduction - fly - Drosophila melanogaster (fruit fly)
13923	Dmel_CG5024	NP_001163736	K02183	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
13924	Dmel_CG5024	NP_001163736	K02183	dme04912	GnRH signaling pathway - Drosophila melanogaster (fruit fly)
13925	Dmel_CG5024	NP_001163736	K02183	dme04916	Melanogenesis - Drosophila melanogaster (fruit fly)
13926	Dmel_CG5025	NP_001260329	K01008	dme00450	Selenocompound metabolism - Drosophila melanogaster (fruit fly)
13927	Dmel_CG5025	NP_001260329	K01008	dme01100	
13928	Dmel_CG5026	NP_001163392	K18084		
13929	Dmel_CG5027	NP_648847	K09585		
13930	Dmel_CG5028	NP_001097922	K00030	dme00020	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)
13931	Dmel_CG5028	NP_001097922	K00030	dme01100	
13932	Dmel_CG5028	NP_001097922	K00030	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
13933	Dmel_CG5028	NP_001097922	K00030	dme01210	2-Oxocarboxylic acid metabolism - Drosophila melanogaster (fruit fly)
13934	Dmel_CG5028	NP_001097922	K00030	dme01230	Biosynthesis of amino acids - Drosophila melanogaster (fruit fly)
13935	Dmel_CG5029	NP_477223	K01611	dme00270	Cysteine and methionine metabolism - Drosophila melanogaster (fruit fly)
13936	Dmel_CG5029	NP_477223	K01611	dme00330	Arginine and proline metabolism - Drosophila melanogaster (fruit fly)
13937	Dmel_CG5029	NP_477223	K01611	dme01100	
13938	Dmel_CG5032	NP_477413	K14590		
13939	Dmel_CG5033	NP_611270	K14824		
13940	Dmel_CG5034	NP_001260326			
13941	Dmel_CG5036	NP_001286550	K16449		
13942	Dmel_CG5037	NP_609382	K02257	dme00190	Oxidative phosphorylation - Drosophila melanogaster (fruit fly)
13943	Dmel_CG5037	NP_609382	K02257	dme00860	Porphyrin metabolism - Drosophila melanogaster (fruit fly)
13944	Dmel_CG5037	NP_609382	K02257	dme01100	
13945	Dmel_CG5037	NP_609382	K02257	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
13946	Dmel_CG5038	NP_650451	K23424		
13947	Dmel_CG5039	NP_651414			
13948	Dmel_CG5041	NP_608574	K03143	dme03022	Basal transcription factors - Drosophila melanogaster (fruit fly)
13949	Dmel_CG5041	NP_608574	K03143	dme03420	Nucleotide excision repair - Drosophila melanogaster (fruit fly)
13950	Dmel_CG5043	NP_609838			
13951	Dmel_CG5044	NP_650453	K05605	dme00280	Valine, leucine and isoleucine degradation - Drosophila melanogaster (fruit fly)
13952	Dmel_CG5044	NP_650453	K05605	dme00410	beta-Alanine metabolism - Drosophila melanogaster (fruit fly)
13953	Dmel_CG5044	NP_650453	K05605	dme00640	Propanoate metabolism - Drosophila melanogaster (fruit fly)
13954	Dmel_CG5044	NP_650453	K05605	dme01100	
13955	Dmel_CG5044	NP_650453	K05605	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
13956	Dmel_CG5045	NP_001260332	K01358		
13957	Dmel_CG5047	NP_649240	K15031		
13958	Dmel_CG5048	NP_648712	K24253		
13959	Dmel_CG5050	NP_001246056			
13960	Dmel_CG5052	NP_001260334	K16828		
13961	Dmel_CG5053	NP_651411	K09855		
13962	Dmel_CG5055	NP_001036283	K04237	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
13963	Dmel_CG5055	NP_001036283	K04237	dme04391	Hippo signaling pathway - fly - Drosophila melanogaster (fruit fly)
13964	Dmel_CG5055	NP_001036283	K04237	dme04520	Adherens junction - Drosophila melanogaster (fruit fly)
13965	Dmel_CG5055	NP_001036283	K04237	dme04530	Tight junction - Drosophila melanogaster (fruit fly)
13966	Dmel_CG5056	NP_609391			
13967	Dmel_CG5057	NP_001261931	K15151		
13968	Dmel_CG5059	NP_001262117	K15464	dme04068	FoxO signaling pathway - Drosophila melanogaster (fruit fly)
13969	Dmel_CG5059	NP_001262117	K15464	dme04137	Mitophagy - animal - Drosophila melanogaster (fruit fly)
13970	Dmel_CG5059	NP_001262117	K15464	dme04140	Autophagy - animal - Drosophila melanogaster (fruit fly)
13971	Dmel_CG5062	NP_572207			
13972	Dmel_CG5063	NP_650454			
13973	Dmel_CG5064	NP_648273	K03107	dme03060	Protein export - Drosophila melanogaster (fruit fly)
13974	Dmel_CG5065	NP_001163168	K13356	dme04146	Peroxisome - Drosophila melanogaster (fruit fly)
13975	Dmel_CG5068	NP_001261609	K13617		
13976	Dmel_CG5069	NP_524202	K09396		
13977	Dmel_CG5070	NP_573198			
13978	Dmel_CG5071	NP_001247305			
13979	Dmel_CG5072	NP_001286493	K02089	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
13980	Dmel_CG5072	NP_001286493	K02089	dme04115	p53 signaling pathway - Drosophila melanogaster (fruit fly)
13981	Dmel_CG5072	NP_001286493	K02089	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
13982	Dmel_CG5072	NP_001286493	K02089	dme04530	Tight junction - Drosophila melanogaster (fruit fly)
13983	Dmel_CG5073	NP_650459	K18269	dme04520	Adherens junction - Drosophila melanogaster (fruit fly)
13984	Dmel_CG5075	NP_609595	K02145	dme00190	Oxidative phosphorylation - Drosophila melanogaster (fruit fly)
13985	Dmel_CG5075	NP_609595	K02145	dme01100	
13986	Dmel_CG5075	NP_609595	K02145	dme04145	Phagosome - Drosophila melanogaster (fruit fly)
13987	Dmel_CG5075	NP_609595	K02145	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
13988	Dmel_CG5076	NP_001286553	K04911		
13989	Dmel_CG5078	NP_649238			
13990	Dmel_CG5079	NP_651405			
13991	Dmel_CG5080	NP_001259858			
13992	Dmel_CG5081	NP_730632	K08488	dme04130	SNARE interactions in vesicular transport - Drosophila melanogaster (fruit fly)
13993	Dmel_CG5081	NP_730632	K08488	dme04140	Autophagy - animal - Drosophila melanogaster (fruit fly)
13994	Dmel_CG5081	NP_730632	K08488	dme04145	Phagosome - Drosophila melanogaster (fruit fly)
13995	Dmel_CG5083	NP_524372	K04681	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
13996	Dmel_CG5083	NP_524372	K04681	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
13997	Dmel_CG5083	NP_524372	K04681	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
13998	Dmel_CG5084	NP_001286556			
13999	Dmel_CG5085	NP_001287422	K11412	dme00760	Nicotinate and nicotinamide metabolism - Drosophila melanogaster (fruit fly)
14000	Dmel_CG5085	NP_001287422	K11412	dme01100	
14001	Dmel_CG5087	NP_001261610	K10588	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
14002	Dmel_CG5089	NP_611142			
14003	Dmel_CG5091	NP_001260338	K03848	dme00510	N-Glycan biosynthesis - Drosophila melanogaster (fruit fly)
14004	Dmel_CG5091	NP_001260338	K03848	dme01100	
14005	Dmel_CG5092	NP_524891	K07203	dme04136	Autophagy - other - Drosophila melanogaster (fruit fly)
14006	Dmel_CG5092	NP_524891	K07203	dme04140	Autophagy - animal - Drosophila melanogaster (fruit fly)
14007	Dmel_CG5092	NP_524891	K07203	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
14008	Dmel_CG5092	NP_524891	K07203	dme04213	Longevity regulating pathway - multiple species - Drosophila melanogaster (fruit fly)
14009	Dmel_CG5092	NP_524891	K07203	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
14010	Dmel_CG5092	NP_524891	K07203	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
14011	Dmel_CG5092	NP_524891	K07203	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
14012	Dmel_CG5092	NP_524891	K07203	dme04920	Adipocytokine signaling pathway - Drosophila melanogaster (fruit fly)
14013	Dmel_CG5092	NP_524891	K07203	dme05168	Herpes simplex virus 1 infection - Drosophila melanogaster (fruit fly)
14014	Dmel_CG5093	NP_648280	K10180		
14015	Dmel_CG5094	NP_001246058	K16365	dme03060	Protein export - Drosophila melanogaster (fruit fly)
14016	Dmel_CG5096	NP_723576			
14017	Dmel_CG5097	NP_650882			
14018	Dmel_CG5098	NP_611291			
14019	Dmel_CG5099	NP_001247303	K14411	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
14020	Dmel_CG5102	NP_001260340	K15603		
14021	Dmel_CG5103	NP_649036	K00615	dme00030	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)
14022	Dmel_CG5103	NP_649036	K00615	dme01100	
14023	Dmel_CG5103	NP_649036	K00615	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
14024	Dmel_CG5103	NP_649036	K00615	dme01230	Biosynthesis of amino acids - Drosophila melanogaster (fruit fly)
14025	Dmel_CG5104	NP_649241			
14026	Dmel_CG5105	NP_001245829		dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
14027	Dmel_CG5106	NP_001287282			
14028	Dmel_CG5107	NP_651401			
14029	Dmel_CG5108	NP_001260339	K02992	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
14030	Dmel_CG5109	NP_001261067	K11485	dme03083	Polycomb repressive complex - Drosophila melanogaster (fruit fly)
14031	Dmel_CG5110	NP_001246062	K04370	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
14032	Dmel_CG5111	NP_651402			
14033	Dmel_CG5112	NP_651400	K19176		
14034	Dmel_CG5114	NP_001246760	K24725		
14035	Dmel_CG5116	NP_001287529			
14036	Dmel_CG5118	NP_608581			
14037	Dmel_CG5119	NP_476667	K13126	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
14038	Dmel_CG5119	NP_476667	K13126	dme03018	RNA degradation - Drosophila melanogaster (fruit fly)
14039	Dmel_CG5121	NP_651397	K15141		
14040	Dmel_CG5122	NP_609601	K00624	dme04146	Peroxisome - Drosophila melanogaster (fruit fly)
14041	Dmel_CG5123	NP_001262010	K20016	dme04013	MAPK signaling pathway - fly - Drosophila melanogaster (fruit fly)
14042	Dmel_CG5123	NP_001262010	K20016	dme04214	Apoptosis - fly - Drosophila melanogaster (fruit fly)
14043	Dmel_CG5123	NP_001262010	K20016	dme04215	Apoptosis - multiple species - Drosophila melanogaster (fruit fly)
14044	Dmel_CG5124	NP_001286563	K11807		
14045	Dmel_CG5125	NP_523503	K08834	dme04745	Phototransduction - fly - Drosophila melanogaster (fruit fly)
14046	Dmel_CG5125	NP_523503	K08834	dme04814	Motor proteins - Drosophila melanogaster (fruit fly)
14047	Dmel_CG5126	NP_608584			
14048	Dmel_CG5127	NP_651395			
14049	Dmel_CG5130	NP_649233			
14050	Dmel_CG5131	NP_609845	K18156		
14051	Dmel_CG5133	NP_001261612	K10180		
14052	Dmel_CG5137	NP_001262008			
14053	Dmel_CG5139	NP_608587			
14054	Dmel_CG5140	NP_001261071	K11985		
14055	Dmel_CG5142	NP_001097155	K19683		
14056	Dmel_CG5144	NP_648284	K00934	dme00330	Arginine and proline metabolism - Drosophila melanogaster (fruit fly)
14057	Dmel_CG5146	NP_647974			
14058	Dmel_CG5147	NP_649028	K03026	dme03020	RNA polymerase - Drosophila melanogaster (fruit fly)
14059	Dmel_CG5147	NP_649028	K03026	dme04623	Cytosolic DNA-sensing pathway - Drosophila melanogaster (fruit fly)
14060	Dmel_CG5148	NP_650597			
14061	Dmel_CG5149	NP_609110			
14062	Dmel_CG5150	NP_001286944	K01077	dme00730	Thiamine metabolism - Drosophila melanogaster (fruit fly)
14063	Dmel_CG5150	NP_001286944	K01077	dme00790	Folate biosynthesis - Drosophila melanogaster (fruit fly)
14064	Dmel_CG5150	NP_001286944	K01077	dme01100	
14065	Dmel_CG5150	NP_001286944	K01077	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
14066	Dmel_CG5151	NP_001246790			
14067	Dmel_CG5154	NP_611321			
14068	Dmel_CG5155	NP_609111	K24125		
14069	Dmel_CG5157	NP_648843	K23490		
14070	Dmel_CG5160	NP_001188708			
14071	Dmel_CG5161	NP_648841	K20301		
14072	Dmel_CG5162	NP_001285367			
14073	Dmel_CG5163	NP_524467	K03123	dme03022	Basal transcription factors - Drosophila melanogaster (fruit fly)
14074	Dmel_CG5164	NP_611323	K00799	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
14075	Dmel_CG5164	NP_611323	K00799	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
14076	Dmel_CG5164	NP_611323	K00799	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
14077	Dmel_CG5164	NP_611323	K00799	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
14078	Dmel_CG5164	NP_611323	K00799	dme01100	
14079	Dmel_CG5165	NP_524675	K01835	dme00010	Glycolysis / Gluconeogenesis - Drosophila melanogaster (fruit fly)
14080	Dmel_CG5165	NP_524675	K01835	dme00030	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)
14081	Dmel_CG5165	NP_524675	K01835	dme00052	Galactose metabolism - Drosophila melanogaster (fruit fly)
14082	Dmel_CG5165	NP_524675	K01835	dme00230	Purine metabolism - Drosophila melanogaster (fruit fly)
14083	Dmel_CG5165	NP_524675	K01835	dme00500	Starch and sucrose metabolism - Drosophila melanogaster (fruit fly)
14084	Dmel_CG5165	NP_524675	K01835	dme00520	Amino sugar and nucleotide sugar metabolism - Drosophila melanogaster (fruit fly)
14085	Dmel_CG5165	NP_524675	K01835	dme01100	
14086	Dmel_CG5165	NP_524675	K01835	dme01250	Biosynthesis of nucleotide sugars - Drosophila melanogaster (fruit fly)
14087	Dmel_CG5166	NP_732033	K23625	dme04711	Circadian rhythm - fly - Drosophila melanogaster (fruit fly)
14088	Dmel_CG5167	NP_650190			
14089	Dmel_CG5168	NP_001188779	K23532		
14090	Dmel_CG5169	NP_650596	K08838		
14091	Dmel_CG5170	NP_001286573			
14092	Dmel_CG5171	NP_001137806	K01087	dme00500	Starch and sucrose metabolism - Drosophila melanogaster (fruit fly)
14093	Dmel_CG5171	NP_001137806	K01087	dme01100	
14094	Dmel_CG5172	NP_573204			
14095	Dmel_CG5174	NP_001163194			
14096	Dmel_CG5175	NP_001247148			
14097	Dmel_CG5177	NP_001260191	K01087	dme00500	Starch and sucrose metabolism - Drosophila melanogaster (fruit fly)
14098	Dmel_CG5177	NP_001260191	K01087	dme01100	
14099	Dmel_CG5178	NP_524367			
14100	Dmel_CG5179	NP_477226	K02211	dme03250	Viral life cycle - HIV-1 - Drosophila melanogaster (fruit fly)
14101	Dmel_CG5180	NP_001138087			
14102	Dmel_CG5181	NP_609115			
14103	Dmel_CG5182	NP_609603			
14104	Dmel_CG5183	NP_477296	K10949		
14105	Dmel_CG5184	NP_524382	K02948	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
14106	Dmel_CG5185	NP_524073			
14107	Dmel_CG5186	NP_523782	K25809		
14108	Dmel_CG5187	NP_648282	K10180		
14109	Dmel_CG5188	NP_609401	K01265		
14110	Dmel_CG5189	NP_001137699	K20398	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
14111	Dmel_CG5190	NP_611335	K17654		
14112	Dmel_CG5191	NP_001287431	K19176		
14113	Dmel_CG5192	NP_524368	K04255		
14114	Dmel_CG5193	NP_001260349	K03124	dme03022	Basal transcription factors - Drosophila melanogaster (fruit fly)
14115	Dmel_CG5194	NP_001261611			
14116	Dmel_CG5195	NP_001262113			
14117	Dmel_CG5196	NP_650191	K20031		
14118	Dmel_CG5198	NP_609404	K13099		
14119	Dmel_CG5199	NP_001262112			
14120	Dmel_CG5201	NP_001014629	K04677	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
14121	Dmel_CG5202	NP_001285857	K11462	dme03083	Polycomb repressive complex - Drosophila melanogaster (fruit fly)
14122	Dmel_CG5203	NP_477441	K09561	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
14123	Dmel_CG5203	NP_477441	K09561	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
14124	Dmel_CG5204	NP_609604			
14125	Dmel_CG5205	NP_650472	K18663		
14126	Dmel_CG5206	NP_001163665	K08883		
14127	Dmel_CG5207	NP_650062			
14128	Dmel_CG5208	NP_001287369	K12617	dme03018	RNA degradation - Drosophila melanogaster (fruit fly)
14129	Dmel_CG5210	NP_001286499			
14130	Dmel_CG5212	NP_001097890	K11964		
14131	Dmel_CG5213	NP_650473	K13208		
14132	Dmel_CG5214	NP_650064	K00658	dme00020	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)
14133	Dmel_CG5214	NP_650064	K00658	dme00310	Lysine degradation - Drosophila melanogaster (fruit fly)
14134	Dmel_CG5214	NP_650064	K00658	dme00380	Tryptophan metabolism - Drosophila melanogaster (fruit fly)
14135	Dmel_CG5214	NP_650064	K00658	dme00785	Lipoic acid metabolism - Drosophila melanogaster (fruit fly)
14136	Dmel_CG5214	NP_650064	K00658	dme01100	
14137	Dmel_CG5214	NP_650064	K00658	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
14138	Dmel_CG5214	NP_650064	K00658	dme01210	2-Oxocarboxylic acid metabolism - Drosophila melanogaster (fruit fly)
14139	Dmel_CG5215	NP_001261923	K13203		
14140	Dmel_CG5216	NP_477351	K11411	dme00760	Nicotinate and nicotinamide metabolism - Drosophila melanogaster (fruit fly)
14141	Dmel_CG5216	NP_477351	K11411	dme01100	
14142	Dmel_CG5216	NP_477351	K11411	dme04068	FoxO signaling pathway - Drosophila melanogaster (fruit fly)
14143	Dmel_CG5216	NP_477351	K11411	dme04148	Efferocytosis - Drosophila melanogaster (fruit fly)
14144	Dmel_CG5216	NP_477351	K11411	dme04213	Longevity regulating pathway - multiple species - Drosophila melanogaster (fruit fly)
14145	Dmel_CG5216	NP_477351	K11411	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
14146	Dmel_CG5216	NP_477351	K11411	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
14147	Dmel_CG5217	NP_650796			
14148	Dmel_CG5219	NP_524185	K02876	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
14149	Dmel_CG5220	NP_650590	K14864		
14150	Dmel_CG5222	NP_648838	K13146		
14151	Dmel_CG5224	NP_001286575	K00799	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
14152	Dmel_CG5224	NP_001286575	K00799	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
14153	Dmel_CG5224	NP_001286575	K00799	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
