tca	ncbi	ko	pathway	pathname
662084	XP_008194643	K24732		
662085	XP_973299			
662086	XP_008194829			
662087	XP_973301	K05687	map05012	Parkinson disease
662087	XP_973301	K05687	map05022	Pathways of neurodegeneration - multiple diseases
662088	XP_015837693			
662089	XP_015837123	K14258		
662090	XP_973304	K00898	map05415	Diabetic cardiomyopathy
662091	XP_973305	K11578		
662092	XP_008195431	K21411		
662093	XP_001810755	K03320		
662094	XP_008195650	K23377	map04350	TGF-beta signaling pathway
662095	XP_976411			
662096	XP_008196780	K22758		
662097	XP_008197132			
662098	XP_008196971	K26118		
662099	XP_008197422	K13403	map00670	One carbon pool by folate
662099	XP_008197422	K13403	map01100	
662099	XP_008197422	K13403	map01240	Biosynthesis of cofactors
662100	XP_973312	K03254		
662101	XP_008198043	K08957	map04310	Wnt signaling pathway
662101	XP_008198043	K08957	map04340	Hedgehog signaling pathway
662101	XP_008198043	K08957	map04341	Hedgehog signaling pathway - fly
662101	XP_008198043	K08957	map05010	Alzheimer disease
662101	XP_008198043	K08957	map05022	Pathways of neurodegeneration - multiple diseases
662101	XP_008198043	K08957	map05165	Human papillomavirus infection
662101	XP_008198043	K08957	map05224	Breast cancer
662101	XP_008198043	K08957	map05225	Hepatocellular carcinoma
662101	XP_008198043	K08957	map05226	Gastric cancer
662102	XP_008199431	K16806		
662103	XP_973315	K12164		
662104	XP_008200910	K25720		
662106	XP_008201109	K08202	map05231	Choline metabolism in cancer
662107	XP_973319	K12504	map00900	Terpenoid backbone biosynthesis
662107	XP_973319	K12504	map01110	Biosynthesis of secondary metabolites
662108	XP_976412			
662109	XP_008190468	K14326	map03013	Nucleocytoplasmic transport
662109	XP_008190468	K14326	map03015	mRNA surveillance pathway
662110	XP_973321			
662112	XP_973322	K01711	map00051	Fructose and mannose metabolism
662112	XP_973322	K01711	map00520	Amino sugar and nucleotide sugar metabolism
662112	XP_973322	K01711	map00541	O-Antigen nucleotide sugar biosynthesis
662112	XP_973322	K01711	map01100	
662112	XP_973322	K01711	map01250	Biosynthesis of nucleotide sugars
662113	XP_973323	K09496		
662114	XP_973324			
662115	XP_008192381	K03243		
662116	XP_973326	K15028		
662117	XP_015835039			
662118	XP_008193094	K22827		
662120	XP_008193583	K09374		
662121	XP_008194323	K17985	map04137	Mitophagy - animal
662121	XP_008194323	K17985	map04140	Autophagy - animal
662121	XP_008194323	K17985	map05010	Alzheimer disease
662121	XP_008194323	K17985	map05014	Amyotrophic lateral sclerosis
662121	XP_008194323	K17985	map05016	Huntington disease
662121	XP_008194323	K17985	map05017	Spinocerebellar ataxia
662121	XP_008194323	K17985	map05022	Pathways of neurodegeneration - multiple diseases
662122	XP_973332			
662124	XP_008194787	K19938		
662125	XP_015836576			
662126	XP_973336			
662127	XP_973337			
662129	XP_008195433			
662130	XP_008195651	K00726	map00510	N-Glycan biosynthesis
662130	XP_008195651	K00726	map00513	Various types of N-glycan biosynthesis
662130	XP_008195651	K00726	map01100	
662131	XP_015837871			
662132	XP_008196580			
662133	XP_973343	K06627	map04110	Cell cycle
662133	XP_973343	K06627	map04152	AMPK signaling pathway
662133	XP_973343	K06627	map04218	Cellular senescence
662133	XP_973343	K06627	map04914	Progesterone-mediated oocyte maturation
662133	XP_973343	K06627	map05161	Hepatitis B
662133	XP_973343	K06627	map05165	Human papillomavirus infection
662133	XP_973343	K06627	map05166	Human T-cell leukemia virus 1 infection
662133	XP_973343	K06627	map05169	Epstein-Barr virus infection
662133	XP_973343	K06627	map05200	Pathways in cancer
662133	XP_973343	K06627	map05202	Transcriptional misregulation in cancer
662133	XP_973343	K06627	map05203	Viral carcinogenesis
662133	XP_973343	K06627	map05221	Acute myeloid leukemia
662134	XP_973344	K09542	map04141	Protein processing in endoplasmic reticulum
662134	XP_973344	K09542	map04213	Longevity regulating pathway - multiple species
662135	XP_008197424	K17577		
662136	XP_973346	K01836	map00520	Amino sugar and nucleotide sugar metabolism
662136	XP_973346	K01836	map01100	
662136	XP_973346	K01836	map01250	Biosynthesis of nucleotide sugars
662137	XP_973347	K12461	map04714	Thermogenesis
662137	XP_973347	K12461	map04722	Neurotrophin signaling pathway
662137	XP_973347	K12461	map05205	Proteoglycans in cancer
662138	XP_015840624			
662139	XP_008200105	K13963	map05146	Amoebiasis
662141	XP_973351	K02973	map03010	Ribosome
662141	XP_973351	K02973	map05171	Coronavirus disease - COVID-19
662142	XP_008201108			
662143	XP_973353	K02911	map03010	Ribosome
662144	XP_008190485	K03440		
662145	XP_973355	K15263		
662146	XP_973356	K22555		
662147	XP_008191836	K24183		
662148	XP_008192092	K17607	map04138	Autophagy - yeast
662149	XP_973359			
662150	XP_008192848			
662151	XP_015835567			
662152	XP_008193497	K17986	map04137	Mitophagy - animal
662153	XP_015836142	K19919		
662155	XP_008194528	K14951		
662156	XP_008194644	K00710	map00512	Mucin type O-glycan biosynthesis
662156	XP_008194644	K00710	map00514	Other types of O-glycan biosynthesis
662156	XP_008194644	K00710	map01100	
662157	XP_973367			
662158	XP_973368			
662159	NP_001163995	K24901		
662160	XP_008196352	K10998		
662161	XP_008195169	K06258	map04512	ECM-receptor interaction
662162	XP_008195332	K20210	map04013	MAPK signaling pathway - fly
662163	XP_008195432			
662164	XP_008195652	K15129		
662165	XP_973375			
662166	XP_008196781	K23325		
662167	XP_008197135	K10624		
662168	XP_973378	K09541	map04141	Protein processing in endoplasmic reticulum
662169	XP_008197428	K08824		
662170	XP_976414	K23841		
662171	XP_015839046	K06569		
662172	XP_973381	K11341	map03082	ATP-dependent chromatin remodeling
662173	XP_008198520	K11650	map03082	ATP-dependent chromatin remodeling
662173	XP_008198520	K11650	map04714	Thermogenesis
662173	XP_008198520	K11650	map05225	Hepatocellular carcinoma
662174	NP_001103244	K05273		
662175	XP_973384	K04683	map03083	Polycomb repressive complex
662175	XP_973384	K04683	map04110	Cell cycle
662175	XP_973384	K04683	map04350	TGF-beta signaling pathway
662176	XP_008193878	K00547	map00270	Cysteine and methionine metabolism
662176	XP_008193878	K00547	map00670	One carbon pool by folate
662176	XP_008193878	K00547	map01100	
662176	XP_008193878	K00547	map01110	Biosynthesis of secondary metabolites
662176	XP_008193878	K00547	map04981	Folate transport and metabolism
662177	XP_008200912			
662178	XP_008201340	K19511		
662179	XP_973387			
662180	XP_976415			
662181	NP_001073568			
662182	XP_008190560	K20317		
662183	XP_973390	K15181	map03250	Viral life cycle - HIV-1
662184	XP_008191837	K06227	map04341	Hedgehog signaling pathway - fly
662185	XP_008192382	K05323		
662186	XP_008192581	K22656		
662188	XP_008193101	K00253	map00280	Valine, leucine and isoleucine degradation
662188	XP_008193101	K00253	map01100	
662190	XP_008193499			
662191	XP_008193832	K16340	map04151	PI3K-Akt signaling pathway
662192	NP_001164203	K03130	map03022	Basal transcription factors
662193	XP_015836239	K15001		
662194	XP_008194701	K03099	map01521	EGFR tyrosine kinase inhibitor resistance
662194	XP_008194701	K03099	map01522	Endocrine resistance
662194	XP_008194701	K03099	map04010	MAPK signaling pathway
662194	XP_008194701	K03099	map04012	ErbB signaling pathway
662194	XP_008194701	K03099	map04013	MAPK signaling pathway - fly
662194	XP_008194701	K03099	map04014	Ras signaling pathway
662194	XP_008194701	K03099	map04062	Chemokine signaling pathway
662194	XP_008194701	K03099	map04068	FoxO signaling pathway
662194	XP_008194701	K03099	map04072	Phospholipase D signaling pathway
662194	XP_008194701	K03099	map04150	mTOR signaling pathway
662194	XP_008194701	K03099	map04151	PI3K-Akt signaling pathway
662194	XP_008194701	K03099	map04320	Dorso-ventral axis formation
662194	XP_008194701	K03099	map04510	Focal adhesion
662194	XP_008194701	K03099	map04540	Gap junction
662194	XP_008194701	K03099	map04630	JAK-STAT signaling pathway
662194	XP_008194701	K03099	map04650	Natural killer cell mediated cytotoxicity
662194	XP_008194701	K03099	map04660	T cell receptor signaling pathway
662194	XP_008194701	K03099	map04662	B cell receptor signaling pathway
662194	XP_008194701	K03099	map04664	Fc epsilon RI signaling pathway
662194	XP_008194701	K03099	map04714	Thermogenesis
662194	XP_008194701	K03099	map04722	Neurotrophin signaling pathway
662194	XP_008194701	K03099	map04810	Regulation of actin cytoskeleton
662194	XP_008194701	K03099	map04910	Insulin signaling pathway
662194	XP_008194701	K03099	map04912	GnRH signaling pathway
662194	XP_008194701	K03099	map04915	Estrogen signaling pathway
662194	XP_008194701	K03099	map04917	Prolactin signaling pathway
662194	XP_008194701	K03099	map04926	Relaxin signaling pathway
662194	XP_008194701	K03099	map04935	Growth hormone synthesis, secretion and action
662194	XP_008194701	K03099	map05034	Alcoholism
662194	XP_008194701	K03099	map05160	Hepatitis C
662194	XP_008194701	K03099	map05161	Hepatitis B
662194	XP_008194701	K03099	map05163	Human cytomegalovirus infection
662194	XP_008194701	K03099	map05165	Human papillomavirus infection
662194	XP_008194701	K03099	map05200	Pathways in cancer
662194	XP_008194701	K03099	map05205	Proteoglycans in cancer
662194	XP_008194701	K03099	map05206	MicroRNAs in cancer
662194	XP_008194701	K03099	map05207	Chemical carcinogenesis - receptor activation
662194	XP_008194701	K03099	map05208	Chemical carcinogenesis - reactive oxygen species
662194	XP_008194701	K03099	map05210	Colorectal cancer
662194	XP_008194701	K03099	map05211	Renal cell carcinoma
662194	XP_008194701	K03099	map05213	Endometrial cancer
662194	XP_008194701	K03099	map05214	Glioma
662194	XP_008194701	K03099	map05215	Prostate cancer
662194	XP_008194701	K03099	map05220	Chronic myeloid leukemia
662194	XP_008194701	K03099	map05221	Acute myeloid leukemia
662194	XP_008194701	K03099	map05223	Non-small cell lung cancer
662194	XP_008194701	K03099	map05224	Breast cancer
662194	XP_008194701	K03099	map05225	Hepatocellular carcinoma
662194	XP_008194701	K03099	map05226	Gastric cancer
662194	XP_008194701	K03099	map05231	Choline metabolism in cancer
662195	XP_008191978	K14849		
662196	XP_008196357	K14012	map04141	Protein processing in endoplasmic reticulum
662197	XP_973404			
662198	XP_015837135	K14726		
662199	XP_973406	K17616		
662200	XP_015837881	K08637		
662201	XP_973408	K01103	map00051	Fructose and mannose metabolism
662201	XP_973408	K01103	map01100	
662201	XP_973408	K01103	map04066	HIF-1 signaling pathway
662201	XP_973408	K01103	map04152	AMPK signaling pathway
662202	XP_008197138	K08958	map04340	Hedgehog signaling pathway
662202	XP_008197138	K08958	map04341	Hedgehog signaling pathway - fly
662203	XP_973410	K09542	map04141	Protein processing in endoplasmic reticulum
662203	XP_973410	K09542	map04213	Longevity regulating pathway - multiple species
662204	XP_008197426			
662205	XP_008197598	K27262		
662206	XP_973413	K11253	map04613	Neutrophil extracellular trap formation
662206	XP_973413	K11253	map05034	Alcoholism
662206	XP_973413	K11253	map05131	Shigellosis
662206	XP_973413	K11253	map05202	Transcriptional misregulation in cancer
662206	XP_973413	K11253	map05322	Systemic lupus erythematosus
662207	XP_973414	K17267		
662208	XP_008198521	K10396	map04144	Endocytosis
662208	XP_008198521	K10396	map04728	Dopaminergic synapse
662208	XP_008198521	K10396	map04814	Motor proteins
662208	XP_008198521	K10396	map05010	Alzheimer disease
662208	XP_008198521	K10396	map05012	Parkinson disease
662208	XP_008198521	K10396	map05014	Amyotrophic lateral sclerosis
662208	XP_008198521	K10396	map05016	Huntington disease
662208	XP_008198521	K10396	map05020	Prion disease
662208	XP_008198521	K10396	map05022	Pathways of neurodegeneration - multiple diseases
662208	XP_008198521	K10396	map05132	Salmonella infection
662208	XP_008198521	K10396	map05223	Non-small cell lung cancer
662209	XP_015835841	K01464	map00240	Pyrimidine metabolism
662209	XP_015835841	K01464	map00410	beta-Alanine metabolism
662209	XP_015835841	K01464	map00770	Pantothenate and CoA biosynthesis
662209	XP_015835841	K01464	map00983	Drug metabolism - other enzymes
662209	XP_015835841	K01464	map01100	
662210	XP_967226	K01904	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
662210	XP_967226	K01904	map00940	Phenylpropanoid biosynthesis
662210	XP_967226	K01904	map01100	
662210	XP_967226	K01904	map01110	Biosynthesis of secondary metabolites
662211	XP_008200913	K06277	map04015	Rap1 signaling pathway
662211	XP_008200913	K06277	map04510	Focal adhesion
662211	XP_008200913	K06277	map04722	Neurotrophin signaling pathway
662211	XP_008200913	K06277	map04910	Insulin signaling pathway
662211	XP_008200913	K06277	map05211	Renal cell carcinoma
662212	XP_008201597	K07976		
662213	XP_008190563	K04729	map04010	MAPK signaling pathway
662213	XP_008190563	K04729	map04064	NF-kappa B signaling pathway
662213	XP_008190563	K04729	map04620	Toll-like receptor signaling pathway
662213	XP_008190563	K04729	map04621	NOD-like receptor signaling pathway
662213	XP_008190563	K04729	map04624	Toll and Imd signaling pathway
662213	XP_008190563	K04729	map04936	Alcoholic liver disease
662213	XP_008190563	K04729	map05130	Pathogenic Escherichia coli infection
662213	XP_008190563	K04729	map05131	Shigellosis
662213	XP_008190563	K04729	map05132	Salmonella infection
662213	XP_008190563	K04729	map05133	Pertussis
662213	XP_008190563	K04729	map05134	Legionellosis
662213	XP_008190563	K04729	map05135	Yersinia infection
662213	XP_008190563	K04729	map05140	Leishmaniasis
662213	XP_008190563	K04729	map05142	Chagas disease
662213	XP_008190563	K04729	map05143	African trypanosomiasis
662213	XP_008190563	K04729	map05144	Malaria
662213	XP_008190563	K04729	map05145	Toxoplasmosis
662213	XP_008190563	K04729	map05152	Tuberculosis
662213	XP_008190563	K04729	map05161	Hepatitis B
662213	XP_008190563	K04729	map05162	Measles
662213	XP_008190563	K04729	map05164	Influenza A
662213	XP_008190563	K04729	map05168	Herpes simplex virus 1 infection
662213	XP_008190563	K04729	map05169	Epstein-Barr virus infection
662213	XP_008190563	K04729	map05170	Human immunodeficiency virus 1 infection
662213	XP_008190563	K04729	map05171	Coronavirus disease - COVID-19
662213	XP_008190563	K04729	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
662213	XP_008190563	K04729	map05417	Lipid and atherosclerosis
662214	XP_973420	K14565	map03008	Ribosome biogenesis in eukaryotes
662216	XP_973422	K17429		
662217	NP_001107791	K15001		
662218	XP_008192595			
662219	XP_008193109	K00164	map00020	Citrate cycle (TCA cycle)
662219	XP_008193109	K00164	map00785	Lipoic acid metabolism
662219	XP_008193109	K00164	map01100	
662219	XP_008193109	K00164	map01110	Biosynthesis of secondary metabolites
662219	XP_008193109	K00164	map01120	Microbial metabolism in diverse environments
662219	XP_008193109	K00164	map01200	Carbon metabolism
662219	XP_008193109	K00164	map01210	2-Oxocarboxylic acid metabolism
662220	XP_015835230			
662221	XP_008193502	K23471	map05135	Yersinia infection
662223	XP_008194328	K11585		
662226	XP_008194832	K13356	map00073	Cutin, suberine and wax biosynthesis
662226	XP_008194832	K13356	map01110	Biosynthesis of secondary metabolites
662226	XP_008194832	K13356	map04146	Peroxisome
662226	XP_008194832	K13356	map04212	Longevity regulating pathway - worm
662227	XP_008191994	K01137	map00531	Glycosaminoglycan degradation
662227	XP_008191994	K01137	map01100	
662227	XP_008191994	K01137	map04142	Lysosome
662228	XP_973433	K00825	map00300	Lysine biosynthesis
662228	XP_973433	K00825	map00310	Lysine degradation
662228	XP_973433	K00825	map00380	Tryptophan metabolism
662228	XP_973433	K00825	map01100	
662228	XP_973433	K00825	map01110	Biosynthesis of secondary metabolites
662228	XP_973433	K00825	map01120	Microbial metabolism in diverse environments
662228	XP_973433	K00825	map01210	2-Oxocarboxylic acid metabolism
662229	XP_008196359	K23961		
662230	XP_973435	K19603	map04657	IL-17 signaling pathway
662231	XP_973436			
662232	XP_973437	K01641	map00280	Valine, leucine and isoleucine degradation
662232	XP_973437	K01641	map00650	Butanoate metabolism
662232	XP_973437	K01641	map00900	Terpenoid backbone biosynthesis
662232	XP_973437	K01641	map01100	
662232	XP_973437	K01641	map01110	Biosynthesis of secondary metabolites
662232	XP_973437	K01641	map03320	PPAR signaling pathway
662233	XP_973438	K11519	map04141	Protein processing in endoplasmic reticulum
662233	XP_973438	K11519	map05014	Amyotrophic lateral sclerosis
662233	XP_973438	K11519	map05022	Pathways of neurodegeneration - multiple diseases
662234	XP_973439	K00728	map00514	Other types of O-glycan biosynthesis
662234	XP_973439	K00728	map00515	Mannose type O-glycan biosynthesis
662234	XP_973439	K00728	map01100	
662235	XP_008196185			
662237	XP_973442	K09542	map04141	Protein processing in endoplasmic reticulum
662237	XP_973442	K09542	map04213	Longevity regulating pathway - multiple species
662238	XP_973443	K18406		
662239	XP_973444			
662240	XP_973445	K10082	map04141	Protein processing in endoplasmic reticulum
662241	XP_973446			
662242	XP_008198522	K17935		
662243	XP_973448	K22807		
662244	XP_008200503	K10319		
662245	XP_967385	K07432	map00510	N-Glycan biosynthesis
662245	XP_967385	K07432	map00513	Various types of N-glycan biosynthesis
662245	XP_967385	K07432	map01100	
662246	XP_008201344	K06258	map04512	ECM-receptor interaction
662247	XP_015840933			
662248	XP_015840726	K20877		
662250	XP_008190568	K13184		
662251	XP_015833391	K08488	map04130	SNARE interactions in vesicular transport
662251	XP_015833391	K08488	map04140	Autophagy - animal
662251	XP_015833391	K08488	map04145	Phagosome
662252	XP_973456	K17725	map00920	Sulfur metabolism
662252	XP_973456	K17725	map01100	
662252	XP_973456	K17725	map01120	Microbial metabolism in diverse environments
662253	XP_008192095	K09504	map05203	Viral carcinogenesis
662254	XP_008192597	K05679	map02010	ABC transporters
662254	XP_008192597	K05679	map05417	Lipid and atherosclerosis
662255	XP_973459			
662256	XP_008193505			
662257	XP_008193716	K18695	map00564	Glycerophospholipid metabolism
662257	XP_008193716	K18695	map05231	Choline metabolism in cancer
662258	NP_001280548	K01049	map00564	Glycerophospholipid metabolism
662258	NP_001280548	K01049	map04725	Cholinergic synapse
662259	XP_973463	K13780	map04150	mTOR signaling pathway
662259	XP_973463	K13780	map05230	Central carbon metabolism in cancer
662261	XP_008194646	K08635		
662262	XP_008194703	K24627		
662263	XP_973467	K13356	map00073	Cutin, suberine and wax biosynthesis
662263	XP_973467	K13356	map01110	Biosynthesis of secondary metabolites
662263	XP_973467	K13356	map04146	Peroxisome
662263	XP_973467	K13356	map04212	Longevity regulating pathway - worm
662264	XP_973468	K09332		
662265	XP_008196363	K02969	map03010	Ribosome
662265	XP_008196363	K02969	map05171	Coronavirus disease - COVID-19
662266	XP_008195173	K03006	map03020	RNA polymerase
662266	XP_008195173	K03006	map03420	Nucleotide excision repair
662266	XP_008195173	K03006	map05016	Huntington disease
662268	XP_973472	K14786		
662269	XP_008199731	K10420	map04814	Motor proteins
662269	XP_008199731	K10420	map05132	Salmonella infection
662270	XP_973474	K24576		
662271	XP_976417			
662272	XP_008196536			
662273	XP_973476	K10870	map03440	Homologous recombination
662273	XP_973476	K10870	map03460	Fanconi anemia pathway
662274	XP_973477			
662275	XP_976418			
662276	XP_008197269	K12192	map04144	Endocytosis
662276	XP_008197269	K12192	map04217	Necroptosis
662276	XP_008197269	K12192	map05014	Amyotrophic lateral sclerosis
662276	XP_008197269	K12192	map05022	Pathways of neurodegeneration - multiple diseases
662277	XP_973479	K10752	map03082	ATP-dependent chromatin remodeling
662277	XP_973479	K10752	map03083	Polycomb repressive complex
662277	XP_973479	K10752	map04218	Cellular senescence
662278	XP_008197599	K14020	map04141	Protein processing in endoplasmic reticulum
662279	XP_008198047	K01106	map00562	Inositol phosphate metabolism
662279	XP_008198047	K01106	map01100	
662279	XP_008198047	K01106	map04070	Phosphatidylinositol signaling system
662279	XP_008198047	K01106	map04910	Insulin signaling pathway
662280	XP_015839041	K14343		
662281	XP_973483			
662282	XP_008199438	K24680	map04340	Hedgehog signaling pathway
662282	XP_008199438	K24680	map04341	Hedgehog signaling pathway - fly
662283	XP_973485			
662284	XP_967221	K02947	map03010	Ribosome
662284	XP_967221	K02947	map05171	Coronavirus disease - COVID-19
662285	XP_975881			
662286	XP_973486			
662287	XP_008201117			
662288	XP_976419	K10980	map03450	Non-homologous end-joining
662290	XP_008190917	K24970		
662291	XP_973490	K09486	map04141	Protein processing in endoplasmic reticulum
662292	XP_008191841			
662293	XP_008192599	K22382		
662294	XP_008192849	K05680	map02010	ABC transporters
662295	XP_973494	K03259	map01521	EGFR tyrosine kinase inhibitor resistance
662295	XP_973494	K03259	map04066	HIF-1 signaling pathway
662295	XP_973494	K03259	map04150	mTOR signaling pathway
662295	XP_973494	K03259	map04151	PI3K-Akt signaling pathway
662295	XP_973494	K03259	map04211	Longevity regulating pathway
662295	XP_973494	K03259	map04910	Insulin signaling pathway
662296	XP_008193321	K23424		
662298	XP_008193717	K17552		
662299	XP_008193834	K05673	map01523	Antifolate resistance
662299	XP_008193834	K05673	map02010	ABC transporters
662299	XP_008193834	K05673	map04024	cAMP signaling pathway
662299	XP_008193834	K05673	map04976	Bile secretion
662299	XP_008193834	K05673	map04981	Folate transport and metabolism
662300	XP_015836253			
662302	XP_008194836	K02891	map03010	Ribosome
662302	XP_008194836	K02891	map05171	Coronavirus disease - COVID-19
662305	XP_008196365	K17046		
662306	XP_973505	K15335		
662307	XP_973506			
662308	XP_973507	K13165		
662309	XP_973508	K20309		
662310	XP_973509			
662311	XP_973510			
662312	XP_973511			
662313	XP_008197137	K01493	map00240	Pyrimidine metabolism
662313	XP_008197137	K01493	map01100	
662313	XP_008197137	K01493	map01232	Nucleotide metabolism
662314	XP_973513	K00451	map00350	Tyrosine metabolism
662314	XP_973513	K00451	map00643	Styrene degradation
662314	XP_973513	K00451	map01100	
662314	XP_973513	K00451	map01120	Microbial metabolism in diverse environments
662315	XP_973514	K14564	map03008	Ribosome biogenesis in eukaryotes
662315	XP_973514	K14564	map05017	Spinocerebellar ataxia
662317	XP_008198523	K09458	map00061	Fatty acid biosynthesis
662317	XP_008198523	K09458	map00780	Biotin metabolism
662317	XP_008198523	K09458	map01100	
662317	XP_008198523	K09458	map01212	Fatty acid metabolism
662317	XP_008198523	K09458	map01240	Biosynthesis of cofactors
662318	XP_008199442			
662319	XP_008201143	K03364	map04110	Cell cycle
662319	XP_008201143	K03364	map04111	Cell cycle - yeast
662319	XP_008201143	K03364	map04120	Ubiquitin mediated proteolysis
662319	XP_008201143	K03364	map04914	Progesterone-mediated oocyte maturation
662320	XP_967303	K11093	map03040	Spliceosome
662321	NP_001164303			
662322	XP_967390	K12474	map04144	Endocytosis
662322	XP_967390	K12474	map04979	Cholesterol metabolism
662323	XP_008200918	K16865	map05205	Proteoglycans in cancer
662323	XP_008200918	K16865	map05206	MicroRNAs in cancer
662325	XP_973520	K25366		
662326	XP_973521	K03283	map03040	Spliceosome
662326	XP_973521	K03283	map04010	MAPK signaling pathway
662326	XP_973521	K03283	map04141	Protein processing in endoplasmic reticulum
662326	XP_973521	K03283	map04144	Endocytosis
662326	XP_973521	K03283	map04213	Longevity regulating pathway - multiple species
662326	XP_973521	K03283	map04612	Antigen processing and presentation
662326	XP_973521	K03283	map04915	Estrogen signaling pathway
662326	XP_973521	K03283	map05020	Prion disease
662326	XP_973521	K03283	map05134	Legionellosis
662326	XP_973521	K03283	map05145	Toxoplasmosis
662326	XP_973521	K03283	map05162	Measles
662326	XP_973521	K03283	map05417	Lipid and atherosclerosis
662327	XP_973522	K20029		
662329	XP_008191647	K22449		
662330	XP_008191840	K02884	map03010	Ribosome
662331	XP_973525	K14816		
662332	XP_973526	K05679	map02010	ABC transporters
662332	XP_973526	K05679	map05417	Lipid and atherosclerosis
662333	XP_973527	K03948	map00190	Oxidative phosphorylation
662333	XP_973527	K03948	map01100	
662333	XP_973527	K03948	map04714	Thermogenesis
662333	XP_973527	K03948	map04723	Retrograde endocannabinoid signaling
662333	XP_973527	K03948	map04932	Non-alcoholic fatty liver disease
662333	XP_973527	K03948	map05010	Alzheimer disease
662333	XP_973527	K03948	map05012	Parkinson disease
662333	XP_973527	K03948	map05014	Amyotrophic lateral sclerosis
662333	XP_973527	K03948	map05016	Huntington disease
662333	XP_973527	K03948	map05020	Prion disease
662333	XP_973527	K03948	map05022	Pathways of neurodegeneration - multiple diseases
662333	XP_973527	K03948	map05208	Chemical carcinogenesis - reactive oxygen species
662333	XP_973527	K03948	map05415	Diabetic cardiomyopathy
662334	XP_001815071	K16174	map05203	Viral carcinogenesis
662335	XP_973529	K10735		
662336	XP_973530	K07515	map00062	Fatty acid elongation
662336	XP_973530	K07515	map00071	Fatty acid degradation
662336	XP_973530	K07515	map00280	Valine, leucine and isoleucine degradation
662336	XP_973530	K07515	map00310	Lysine degradation
662336	XP_973530	K07515	map00380	Tryptophan metabolism
662336	XP_973530	K07515	map00410	beta-Alanine metabolism
662336	XP_973530	K07515	map00627	Aminobenzoate degradation
662336	XP_973530	K07515	map00640	Propanoate metabolism
662336	XP_973530	K07515	map00650	Butanoate metabolism
662336	XP_973530	K07515	map00930	Caprolactam degradation
662336	XP_973530	K07515	map01100	
662336	XP_973530	K07515	map01110	Biosynthesis of secondary metabolites
662336	XP_973530	K07515	map01120	Microbial metabolism in diverse environments
662336	XP_973530	K07515	map01212	Fatty acid metabolism
662337	XP_008194553			
662338	XP_015836346	K04860	map04010	MAPK signaling pathway
662338	XP_015836346	K04860	map04260	Cardiac muscle contraction
662338	XP_015836346	K04860	map04261	Adrenergic signaling in cardiomyocytes
662338	XP_015836346	K04860	map04921	Oxytocin signaling pathway
662338	XP_015836346	K04860	map05410	Hypertrophic cardiomyopathy
662338	XP_015836346	K04860	map05412	Arrhythmogenic right ventricular cardiomyopathy
662338	XP_015836346	K04860	map05414	Dilated cardiomyopathy
662339	XP_973533	K00026	map00020	Citrate cycle (TCA cycle)
662339	XP_973533	K00026	map00270	Cysteine and methionine metabolism
662339	XP_973533	K00026	map00620	Pyruvate metabolism
662339	XP_973533	K00026	map00630	Glyoxylate and dicarboxylate metabolism
662339	XP_973533	K00026	map00710	Carbon fixation by Calvin cycle
662339	XP_973533	K00026	map01100	
662339	XP_973533	K00026	map01110	Biosynthesis of secondary metabolites
662339	XP_973533	K00026	map01120	Microbial metabolism in diverse environments
662339	XP_973533	K00026	map01200	Carbon metabolism
662340	XP_008191981	K05323		
662341	XP_008195782			
662342	XP_973536	K03237	map04137	Mitophagy - animal
662342	XP_973536	K03237	map04138	Autophagy - yeast
662342	XP_973536	K03237	map04140	Autophagy - animal
662342	XP_973536	K03237	map04141	Protein processing in endoplasmic reticulum
662342	XP_973536	K03237	map04210	Apoptosis
662342	XP_973536	K03237	map04932	Non-alcoholic fatty liver disease
662342	XP_973536	K03237	map05010	Alzheimer disease
662342	XP_973536	K03237	map05012	Parkinson disease
662342	XP_973536	K03237	map05014	Amyotrophic lateral sclerosis
662342	XP_973536	K03237	map05020	Prion disease
662342	XP_973536	K03237	map05022	Pathways of neurodegeneration - multiple diseases
662342	XP_973536	K03237	map05160	Hepatitis C
662342	XP_973536	K03237	map05162	Measles
662342	XP_973536	K03237	map05164	Influenza A
662342	XP_973536	K03237	map05168	Herpes simplex virus 1 infection
662342	XP_973536	K03237	map05417	Lipid and atherosclerosis
662343	XP_008195174	K16458		
662345	XP_973539			
662346	XP_973540	K03965	map00190	Oxidative phosphorylation
662346	XP_973540	K03965	map01100	
662346	XP_973540	K03965	map04714	Thermogenesis
662346	XP_973540	K03965	map04723	Retrograde endocannabinoid signaling
662346	XP_973540	K03965	map04932	Non-alcoholic fatty liver disease
662346	XP_973540	K03965	map05010	Alzheimer disease
662346	XP_973540	K03965	map05012	Parkinson disease
662346	XP_973540	K03965	map05014	Amyotrophic lateral sclerosis
662346	XP_973540	K03965	map05016	Huntington disease
662346	XP_973540	K03965	map05020	Prion disease
662346	XP_973540	K03965	map05022	Pathways of neurodegeneration - multiple diseases
662346	XP_973540	K03965	map05208	Chemical carcinogenesis - reactive oxygen species
662346	XP_973540	K03965	map05415	Diabetic cardiomyopathy
662347	XP_008195660	K01800	map00350	Tyrosine metabolism
662347	XP_008195660	K01800	map00643	Styrene degradation
662347	XP_008195660	K01800	map01100	
